MàJ;ɛm.a.ʒi
Mds;mi.ljaʁ
Meaux;mo
Meccano;me.ka.no
Mechaniker;ɛɡ.ze.ky.tiv
Mecklembourgeois;mɛk.lɑ̃.buʁ.ʒwa
Mecquois;mɛ.kwa
Medan;me.dan
Medea;ma.la.wi
Medelfranska;ɛ̃.ne.twa.jabl
MediaWiki;me.dja.wi.ki
Meeresspiegel;ma.nɥɛl
Megalomanie;ɛɡ.ze.ky.tiv
Megan;me.ɡan
Meghalaya;me.ɡa.la.ja
Mehdi;me.di
Mehsud;me.syd
Mehsuds;me.syd
Mehun;mə.œ̃
Mehunois;mə.y.nwa
Mehunoise;mə.y.nwaz
Mehunoises;mə.y.nwaz
Meiose;ɛɡ.ze.ky.tiv
Meiriau;mɛʁjo
Meirieu;mɛʁjø
Meirieux;mɛʁjø
Melaine;mə.lɛn
Melanesia;me.la.ne.zjɛn
Melanie;ɛɡ.ze.ky.tiv
Melbourne;mɛl.buʁn
Melbournois;mɛl.buʁ.nwa
Melchior;mɛl.kjɔʁ
Melchisédech;mɛl.ki.se.dɛk
Meldois;mɛl.dwa
Melgven;mɛl.vɛ̃
Melila;me.li.la
Melilla;me.li.la
Melissa;me.li.sa
Melita;me.li.tɔ.kɔk.si
Melitense;ɛs.ka.pist
Melitensem;ɛs.ka.pist
Melitenses;ɛs.ka.pist
Melitensi;ɛs.ka.pist
Melitensia;ɛs.ka.pist
Melitensibus;ɛs.ka.pist
Melitensis;me.li.tɔ.kɔk.si
Melitensium;ɛs.ka.pist
Melitta;malt
Meliya;me.li.la
Mellé;mɛ.le
Melochevillois;mə.lɔʃ.vi.lwa
Melodie;ma.nɥɛl
Melpomène;mɛl.pɔ.mɛn
Melun;mə.lœ̃
Melunais;mə.ly.nɛ
Melvin;mɛl.vin
Melvine;mɛl.vin
Melvyn;mɛl.vin
Melvyne;mɛl.vin
Melvynn;mɛl.vin
Melyssa;me.li.sa
Memramcook;mɛm.ʁam.kuk
Menama;ma.na.ma
Mende;mɑ̃d
Menelaus;ɛ̃.sy.li.no.ʁe.zis.tɑ̃s
Menerva;me.lism
Menes;ɛ̃.sy.li.no.ʁe.zis.tɑ̃s
Mengual;ma.ʃa.mwa
Menhir;me.niʁ
Menin;mə.nɛ̃
Meninois;mə.ni.nwa
Menneçoises;me.ne.swaz
Mennecy;mɛn.si
Mennos;ɛɡ.zy.ma.sjɔ̃
Menologia;mi.ni.baʁ
Menouville;mə.nu.vil
Menschenaffe;ɛɡ.ze.ky.tiv
Mensois;mɑ̃.swa
Mensoise;mɑ̃.swaz
Mensoises;mɑ̃.swaz
Menstruation;mo.zəʁ
Mentan;mɑ̃.tɔ̃
Menthon;mɑ̃.tɔ̃
Menton;mɑ̃.tɔ̃
Mentone;mɑ̃.tɔ̃
Mentor;mɑ̃.tɔʁ
Menucourt;mə.ny.kuʁ
Merçois;mɛʁ.swa
Mer;mɛʁ
Merah;me.ʁa
Mercedes;mɛʁ.se.dɛs
Mercien;mɛʁ.sjɛ̃
Merco;mɛʁ.ko
Mercos;mɛʁ.ko
Mercure;mɛʁ.kyʁ
Mercurien;mɛʁ.ky.ʁjɛ̃
Merise;mœ.ʁiz
Merlin;mɛʁ.lɛ̃
Merline;mɛʁ.lin
Merlinen;mɛʁ.lin
Merlins;mɛʁ.lin
Merovingian;mɔ.no.di.mɑ̃.sjɔ.nɛl
Merowinger;mo.zəʁ
Merri;mɛ.ʁi
Merseybeats;mi.ɲɔ.nɛt
Mertens;meʁ.tɛns
Merveilleuse;mɛʁ.vɛ.jøz
Merveilleuses;mɛʁ.vɛ.jøz
Merville;mɛʁ.vil
Mesa;ma.za
Mesalliance;ɛ̃.pɛʁ.ti.nɑ̃
Mesdames;me.dam
Mesdemoiselles;med.mwa.zɛl
Meseta;me.ze.ta
Meslay;mɛ.lɛ
Meslinois;mɛ.li.nwa
Mespuits;mɛ.pɥi
Mesquer;mɛs.kɛʁ
Messénie;mɛ.sɛ.ni
Messe;mo.zəʁ
Messei;mɛ.sɛ
Messier;me.sje
Messieurs;me.sjø
Messin;mɛ.sɛ̃
Messine;mɛ.sin
Messines;mɛ.sin
Messinien;me.si.njɛ̃
Messinois;mɛ.si.nwa
Meteoroid;ɛ.lɛʁ
Meteorologie;ma.tjas
Metge;mɛdʒ
Metronom;ɛɡ.ze.ky.tiv
Mette;mɔ.to.kyl.tabl
Metz;mɛs
Meu;mø
Meuda;ɛt.ni.sist
Meudon;mø.dɔ̃
Meulles;møl
Meun;mœ̃
Meung;mœ̃
Meurzh;mə.ne
Meuse;møz
Meuvaines;mø.vɛn
Mexicain;mɛk.si.kɛ̃
Mexicaine;mɛk.si.kɛn
Mexicaines;mɛk.si.kɛn
Mexicains;mɛk.si.kɛ̃
Mexico;me.ksi.ko
Mexikaner;mo.zəʁ
Mexikanerin;mo.zəʁ
Meximieux;mɛk.si.mjø
Mexique;mɛk.sik
Mey;mad
Meynier;mɛ.nje
Mezheven;mə.ne
Mi;mi
MiG;miɡ
Miami;mi.a.mi
Miasma;mo.bi.lo.fɔ.ne
Miaulétous;mjo.le.tu
Micaël;mi.ka.ɛl
Michèle;mi.ʃɛl
Michaël;mi.ka.ɛl
Michaëlle;mi.ka.ɛl
Michael;mi.ka.ɛl
Michaeli;mi.ka.ɛ.li
Michaelis;mi.ka.ɛ.lis
Michel;mi.ʃɛl
Michelangelesque;mi.kɛ.lɑ̃.ʒə.lɛsk
Michele;ma.ʁjo
Michelin;miʃ.lɛ̃
Micheline;miʃ.lin
Michelines;miʃ.lin
Michelins;miʃ.lɛ̃
Michelle;mi.ʃɛl
Michellin;mi.ʃɛ.lɛ̃
Michelmontois;mi.ʃɛl.mɔ̃.twa
Michelois;mi.ʃə.lwa
Michelon;mi.ʃə.lɔ̃
Michigan;mi.ʃi.ɡɑ̃
Michinaud;mi.ʃi.no
Michinauds;mi.ʃi.no
Michka;miʃ.ka
Mickaël;mi.ka.ɛl
Mickael;mi.ka.ɛl
Mickiewicz;mitskjɛvitʃ
Micmac;mik.mak
Micmacs;mik.mak
Micronèsia;mik.ʁo.ne.zi
Micronésia;mik.ʁo.ne.zi
Micronésie;mik.ʁo.ne.zi
Micronésien;mik.ʁo.nez.jɛ̃
Micronésienne;mik.ʁo.nez.jɛn
Micronésiennes;mik.ʁo.nez.jɛn
Micronésiens;mik.ʁo.nez.jɛ̃
Micronesië;mik.ʁo.ne.zi
Micronesia;mik.ʁo.ne.zi
Microscope;mik.ʁɔ.skɔp
Midébdo;mi.deb.do
Mida;mi.das
Midas;mi.das
Middelbourg;mi.dɛl.buʁ
Middelbourgeois;mi.dɛl.buʁ.ʒwa
Middelbourgeoise;mi.dɛl.buʁ.ʒwaz
Middelbourgeoises;mi.dɛl.buʁ.ʒwaz
Middeleeuwen;ɛ̃.su.miz
Middelfrans;ɛ̃.ne.twa.jabl
Midi;mi.di
Mies;mi
Mieuxcé;mjø.se
Migé;mi.ʒe
Mikaël;mi.ka.ɛl
Mikea;mi.kea
Mikhael;mi.ka.ɛl
Mikhaylov;mi.kaj.lɔv
Mikkoa;ɛ̃.ʒɔ̃k.tif
Mikkoihin;ɛ̃.ʒɔ̃k.tif
Mikkoina;ɛ̃.ʒɔ̃k.tif
Mikkoja;ɛ̃.ʒɔ̃k.tif
Mikkojen;ɛ̃.ʒɔ̃k.tif
Mikkona;ɛ̃.ʒɔ̃k.tif
Mikkoon;ɛ̃.ʒɔ̃k.tif
Mikoiksi;ɛ̃.ʒɔ̃k.tif
Mikoilla;ɛ̃.ʒɔ̃k.tif
Mikoille;ɛ̃.ʒɔ̃k.tif
Mikoilta;ɛ̃.ʒɔ̃k.tif
Mikoin;ɛ̃.ʒɔ̃k.tif
Mikoissa;ɛ̃.ʒɔ̃k.tif
Mikoista;ɛ̃.ʒɔ̃k.tif
Mikoitta;ɛ̃.ʒɔ̃k.tif
Mikoksi;ɛ̃.ʒɔ̃k.tif
Mikolaïf;mi.kɔ.la.if
Mikolaïv;mi.kɔ.la.iv
Mikolla;ɛ̃.ʒɔ̃k.tif
Mikolle;ɛ̃.ʒɔ̃k.tif
Mikolta;ɛ̃.ʒɔ̃k.tif
Mikon;ɛ̃.ʒɔ̃k.tif
Mikossa;ɛ̃.ʒɔ̃k.tif
Mikosta;ɛ̃.ʒɔ̃k.tif
Mikot;ɛ̃.ʒɔ̃k.tif
Mikotta;ɛ̃.ʒɔ̃k.tif
Mikronézia;mik.ʁo.ne.zi
Mikroneesia;mik.ʁo.ne.zi
Mikronesia;mik.ʁo.ne.zi
Mikronesien;mo.zəʁ
Mikronezija;mik.ʁo.ne.zi
Mikronezio;mik.ʁo.ne.zi
Mikronezja;mik.ʁo.ne.zi
Mikroorganismus;mɔ̃.da.ni.ze
Milène;mi.lɛn
Milésiaques;mi.le.zjak
Milan;mi.lɑ̃
Milanais;mi.la.nɛ
Milanois;mi.la.nwa
Milchflasche;mo.bi.lo.fɔ.nje
Milchpulver;ɛɡ.ze.ky.tiv
Milchshake;mo.bi.lo.fɔ.na
Milene;mɛl.vin
Miletis;mi.le.zjɛ̃
Milhüüse;my.luz
Milhüsa;my.luz
Milhüse;my.luz
Milieu;mi.ljø
Millau;mi.jo
Millet;mi.lɛ
Millionenstadt;mo.zəʁ
Millot;mi.jo
Milo;mi.lo
Milonienne;mi.lɔ.njɛn
Milos;mi.los
Milotois;mi.lɔ.twa
Miltonnais;mil.tɔ.nɛ
Miluza;my.luz
Mimas;mi.mas
Mimer;mi.mɛʁ
Mimile;mi.mil
Mimivirus;mi.mi.vi.ʁys
Minard;mi.naʁ
Minbar;min.baʁ
Minderheitsregierung;mo.bi.lo.fɔ.na.sjɔ̃
Mineralwasser;ɛɡ.ze.ky.tiv
Minerve;mi.nɛʁv
Minervois;mi.nɛʁ.vwa
Minganie;mɛ̃.ɡa.ni
Minganien;mɛ̃.ɡa.njɛ̃
Mingrelian;my.me.tal
Mingrelians;my.me.tal
Minigolf;mo.bi.lo.fɔ.na.sje
Minil;minil
Minimum;mi.ni.mɔm
Minirock;mi.ni.ʁɔk
Ministerium;ɛɡ.ze.ky.tiv
Minitel;mi.ni.tɛl
Minjun;min.ʒun
Minnesota;mi.ne.sɔ.ta
Minoen;mi.no.ɛ̃
Minorque;minɔʁk
Minorquin;mi.nɔʁ.kɛ̃
Minos;mi.nos
Minotaure;mi.no.tɔʁ
Minseo;min.sɔ
Minsk;minsk
Minute;ma.ʁin
Mio;me.bi.ɔk.tɛ
Miocène;mjɔ.sɛn
Miossaises;mjo.sɛz
Miré;mi.ʁe
Mira;mi.ʁa
Miranda;mi.ʁɑ̃.da
Mirande;mi.ʁɑ̃d
Miraut;mi.ʁo
Mireille;mi.ʁɛj
Miriam;mi.ʁjam
Miroslav;mi.ʁɔ.slav
Miroslava;mi.ʁɔ.sla.va
Miroutains;mi.ʁu.tɛ̃
Miryam;mi.ʁjam
Misérieux;mi.ze.ʁjø
Mischsprache;mɔ.lə.tam
Mishima;mi.ʃi.ma
Misogynie;mɔ.lɛ.tə.ʁe
Misopogon;mi.zɔ.pɔ.ɡɔ̃
Misrata;mis.ʁa.ta
Misrati;mis.ʁa.ti
Misratis;mis.ʁa.ti
Miss;mis
Mississipi;mi.si.si.pi
Mississippi;mi.si.si.pi
Missouri;mi.su.ʁi
Missy;mi.si
Mist;mo.zəʁ
Mistassin;mis.ta.sɛ̃
Mistassinien;mis.ta.si.njɛ̃
Misteldrossel;mɔ.lɛ.tə.ʁjɔ̃
Mistoukois;mis.tu.kwa
Mistral;mis.tʁal
Misurata;mis.ʁa.ta
Mitbestimmung;mɔ.lɛ.tə.ʁɛ
Mitch;mitʃ
Mitchell;mi.tʃɛl
Miteigentümer;ɛɡ.ze.ky.tiv
Mitgift;mɔ.lɛ.tə.ʁa
Mithra;mi.tʁa
Mithras;mi.tʁa
Mithridate;mi.tʁi.dat
Mitis;mi.tis
Mitissien;mi.ti.sjɛ̃
Mitose;mis.tʁal
Mittelgebirge;mis.tʁal
Mittelmeer;mis.tʁal
Mitterrand;mi.tɛ.ʁɑ̃
Mittois;mi.twa
Miyérkules;ma.jo
Mizoram;mi.zɔ.ʁam
Mlx;me.ɡa.lyks
Mnémosyne;mne.mɔ.zin
Mnestérophonie;mne.ste.ʁɔ.fɔ.ni
Moçambic;mɔ.zɑ̃.bik
Moïra;mɔ.i.ʁa
Moïse;mɔ.iz
Moïsien;mɔ.i.zjɛ̃
Moab;mɔ.ab
Moabite;mɔ.a.bit
Mobile;mɔ.bil
Modalverb;mɔ.lɛ.tə.ʁɛ
Modelleisenbahn;ɛɡ.ze.ky.tiv
Modestine;mɔ.dɛs.tin
Modesto;ma.ʁjo
Modestois;mɔ.dɛs.twa
Modon;mo.dɔn
Modul;mɔ.laʁ.de
Moero;mɔə.ʁɔ
Moeskroen;muk.ʁɔ̃
Moffétois;mɔ.fe.twa
Mogadiscio;mɔ.ɡa.di.sjo
Mogador;mo.ɡa.dɔʁ
Mograbin;mo.ɡʁa.bɛ̃
Mograbine;mo.ɡʁa.bin
Mograbines;mo.ɡʁa.bin
Mograbins;mo.ɡʁa.bɛ̃
Mohamed;mɔ.a.mɛd
Mohammed;mɔ.a.mɛd
Mohave;mɔ.av
Mohawks;mo.ɑk
Mohican;mo.i.kɑ̃
Mohicans;mo.i.kɑ̃
Mohr;mɑ̃
Moiré;mwa.ʁe
Moiréen;mwa.ʁe.ɛ̃
Moiréenne;mwa.ʁe.ɛn
Moiréennes;mwa.ʁe.ɛn
Moiréens;mwa.ʁe.ɛ̃
Moirantin;mwa.ʁɑ̃.tɛ̃
Moires;mwaʁ
Moisdonnais;mwa.dɔ.nɛ
Moisdonnaise;mwa.dɔ.nɛz
Moisdonnaises;mwa.dɔ.nɛz
Moisselles;mwa.sɛl
Mojave;mɔ.ʒav
Moko;mo.ko
Mol;mɔl
Molch;mis.tʁal
Moldauer;mis.tʁal
Moldava;me.ɡa.lɔ.se.fal
Moldave;mɔl.dav
Moldavi;mɔl.da.vi
Moldavie;mɔl.da.vi
Moldawië;mɔl.da.vi
Moldawien;mɔl.da.vi
Moldova;mɔl.dɔ.va
Molière;mɔ.ljɛʁ
Molkerei;ɛɡ.ze.ky.tiv
Moloch;mɔ.lɔk
Molotov;mo.lɔ.tov
Molsheim;mɔl.saim
Molton;mɔ.laʁ.dɔ̃
Moluques;mɔ.lyk
Momo;mo.mo
Momos;mɔ.mos
Monégasques;mi.ʁɔ.tɔ̃
Monaco;mɔ.na.ko
Monade;mɔ.laʁ.da
Monarchie;mɔ.lɔk
Monastérien;mɔ.nas.te.ʁjɛ̃
Monastérienne;mɔ.nas.te.ʁjɛn
Monastériennes;mɔ.nas.te.ʁjɛn
Monastériens;mɔ.nas.te.ʁjɛ̃
Monatsname;mɔ.lɔk
Monbrun;mɔ̃.bʁœ̃
Monclar;mɔ̃k.laʁ
Moncy;mɔ̃.si
Mondeville;mɔ̃d.vil
Mondial;mɔ̃.djal
Mondiaux;mɔ̃.djo
Mondilhan;mɔ̃d.vil
Mondrainville;mɔ̃.dʁɛ̃.vil
Mondschein;mis.tʁal
Monegasse;mis.tʁal
Monegassin;mis.tʁal
Monestier;mɔ.nɛs.tje
Moneta;mɔ̃.tʁa
Monets;mik.ʁɔ.tom
Monfréville;mɔ̃.fʁe.vil
Mongolië;mɔ̃.ɡɔ.li
Mongolia;mɔ̃.ɡɔ.li
Mongolie;mɔ̃.ɡɔ.li
Mongoliet;mɔ̃.ɡɔ.li
Mongolio;mɔ̃.ɡɔ.li
Mongolsko;mɔ̃.ɡɔ.li
Mongoolia;mɔ̃.ɡɔ.li
Monika;mɔ.ni.ka
Monique;mɔ.nik
Moniquois;mɔ.ni.kwa
Monismus;mɔ.ni.ka
Monnai;mɔ.nɛ
Monnaie;mɔ.nɛ
Monnerville;mɔ.nɛʁ.vil
Monoblétois;mɔ.nɔb.le.twa
Monoblétoise;mɔ.nɔb.le.twaz
Monoblétoises;mɔ.nɔb.le.twaz
Monoblet;mɔ.nɔb.lɛ
Monogrammistin;mɔ.laʁ.dɛʁ
Monokel;mɔ.laʁ.da
Monomaque;mɔ.nɔ.mak
Monomaques;mɔ.nɔ.mak
Monomotapa;mo.no.mo.ta.pa
Monophthongierung;mɔ̃.da.ni.ze
Monopol;mɔ̃.da.ni.zjɔ̃
Monoxid;mɔ̃.da.ni.zɛʁ
Monreyal;mɔ̃.ʁe.al
Monrovia;mɔ̃.ʁɔ.vja
Monségur;mɔ̃.se.ɡyʁ
Mons;mɔ̃s
Monsireigne;mɔ̃.si.ʁɛɲ
Monsun;ma.la.wi
Montèze;mɔ̃.tɛz
Montécaldienne;mɔ̃.te.kal.djɛn
Montécaldiennes;mɔ̃.te.kal.djɛn
Montéloise;mɔ̃.te.lwaz
Monténégrin;mɔ̃.te.ne.ɡʁɛ̃
Monténégrine;mɔ̃.te.ne.ɡʁin
Monténégrines;mɔ̃.te.ne.ɡʁin
Monténégro;mɔ̃.te.ne.ɡʁo
Montérégie;mɔ̃.te.ʁe.ʒi
Montérégien;mɔ̃.te.ʁe.ʒjɛ̃
Montérégienne;mɔ̃.te.ʁe.ʒjɛn
Montérégiennes;mɔ̃.te.ʁe.ʒjɛn
Montérégiens;mɔ̃.te.ʁe.ʒjɛ̃
Mont;mɔ̃
Montabard;mɔ̃.ta.baʁ
Montacutaine;mɔ̃.ta.ky.tɛn
Montacutaines;mɔ̃.ta.ky.tɛn
Montage;ma.nɥɛl
Montagnais;mɔ̃.ta.ɲɛ
Montagnorois;mɔ̃.ta.ɲo.ʁwa
Montaigu;mɔ̃.tɛ.ɡy
Montalbanaise;mɔ̃.tal.ba.nɛz
Montamy;mɔ̃.ta.mi
Montana;mɔ̃.ta.na
Montanhac;ma.dam
Montargis;mɔ̃.taʁ.ʒi
Montarvillois;mɔ̃.taʁ.vi.lwa
Montauban;mɔ̃.to.bɑ̃
Montaudois;mɔ̃.to.dwa
Montbéliard;mɔ̃.be.ljaʁ
Montbéliardais;mɔ̃.be.ljaʁ.dɛ
Montbard;mɔ̃.baʁ
Montbeillardois;mɔ̃.bɛ.jaʁ.dwa
Montbertrand;mɔ̃.bɛʁ.tʁɑ̃
Montbrison;mɔ̃.bʁi.zɔ̃
Montbrun;mɔ̃.bʁœ̃
Montbrunelles;mɔ̃.bʁy.nɛl
Montbrunels;mɔ̃.bʁy.nɛl
Montbrunois;mɔ̃.bʁy.nwa
Montcarmelois;mɔ̃.kaʁ.mə.lwa
Montcerfois;mɔ̃.sɛʁ.fwa
Montchamp;mɔ̃.ʃɑ̃
Montchauvet;mɔ̃.ʃo.vɛ
Montchevrel;mɔ̃.ʃə.vʁɛl
Montclar;mɔ̃k.laʁ
Montcuq;mɔ̃.kyk
Montdidier;mɔ̃.di.dje
Montebellois;mɔ̃.te.bɛ.lwa
Montebideo;mɔn.te.vi.de.o
Monteille;mɔ̃.tɛj
Montevidéu;mɔn.te.vi.de.o
Montevideo;mɔn.te.vi.de.o
Montfermeil;mɔ̃.fɛʁ.mɛj
Montfiquet;mɔ̃.fi.kɛ
Montfort;mɔ̃.fɔʁ
Montgaroult;mɔ̃.ɡa.ʁu
Montgaudry;mɔ̃.ɡo.dʁi
Montgermont;mɔ̃.ʒɛʁ.mɔ̃
Montgeron;mɔ̃.ʒʁɔ̃
Montgeroult;mɔ̃ʒ.ʁu
Montgivray;mɔ̃.ʒi.vʁɛ
Montharvillois;mɔ̃.taʁ.vi.lwa
Monthelonières;mɔ̃.tə.lɔ.njɛʁ
Montigné;mɔ̃.ti.nje
Montignarmançonnais;mɔ̃.ti.ɲaʁ.mɑ̃.sɔ.nɛ
Montignarmançonnaise;mɔ̃.ti.ɲaʁ.mɑ̃.sɔ.nɛz
Montignarmançonnaises;mɔ̃.ti.ɲaʁ.mɑ̃.sɔ.nɛz
Montignoise;mɔ̃.ti.ɲwaz
Montigny;mɔ̃.ti.ɲi
Montlhéry;mɔ̃.le.ʁi
Montlignon;mɔ̃.li.ɲɔ̃
Montluçon;mɔ̃.ly.sɔ̃
Montmédy;mɔ̃.me.di
Montmagnien;mɔ̃.ma.ɲɛ̃
Montmagny;mɔ̃.ma.ɲi
Montmartre;mɔ̃.maʁtʁ
Montmartrois;mɔ̃.maʁ.tʁwa
Montmerrei;mɔ̃.mɛ.ʁɛ
Montminyen;mɔ̃.mi.njɛ̃
Montmiratoises;mɔ̃.mi.ʁa.twaz
Montmorencéen;mɔ̃.mɔ.ʁɑ̃.se.ɛ̃
Montmorency;mɔ̃.mɔ.ʁɑ̃.si
Montmorillon;mɔ̃.mɔ.ʁi.jɔ̃
Montmorot;mɔ̃.mo.ʁo
Montois;mɔ̃.twa
Montoise;mɔ.twaz
Montolivains;mɔ̃.tɔ.vi.lɛ̃
Montourtereaux;mɔ̃.tuʁ.tə.ʁo
Montourterelles;mɔ̃.tuʁ.tə.ʁɛl
Montparnasse;mɔ̃.paʁ.nas
Montpelliérain;mɔ̃.pə.lje.ʁɛ̃
Montpelliérois;mɔ̃.pə.lje.ʁwa
Montpellier;mɔ̃.pə.lje
Montponnais;mɔ̃.po.nɛ
Montponnaise;mɔ̃.po.nɛz
Montponnaises;mɔ̃.po.nɛz
Montréal;mɔ̃.ʁe.al
Montréalais;mɔ̃.ʁe.a.lɛ
Montréalaise;mɔ̃.ʁe.a.lɛz
Montréalaises;mɔ̃.ʁe.a.lɛz
Montréaliste;mɔ̃.ʁe.a.list
Montréalois;mɔ̃.ʁe.a.lwa
Montrachets;ɛ̃.tɛ.lɛk.sjɔ̃
Montreal;mɔ̃.ʁe.al
Montrealais;mɔ̃.ʁe.a.lɛ
Montrealiste;mɔ̃.ʁe.a.list
Montrealo;mɔ̃.ʁe.al
Montret;mɔ̃.tʁɛ
Montretois;mɔ̃.tʁə.twa
Montretoise;mɔ̃.tʁə.twaz
Montretoises;mɔ̃.tʁə.twaz
Montreuil;mɔ̃.tʁœj
Montreuillois;mɔ̃.tʁø.jwa
Montreuilloise;mɔ̃.tʁø.jwaz
Montreuilloises;mɔ̃.tʁø.jwaz
Montrouge;mɔ̃.ʁuʒ
Montsecret;mɔ̃.sək.ʁɛ
Montsoult;mɔ̃.su
Montvallois;mɔ̃.va.lwa
Montvalois;mɔ̃.va.lwa
Montviette;mɔ̃.vjɛt
Moor;mɛʁ.kɛn
Moos;ma.ʁin
Moptien;mɔp.tjɛ̃
Morancé;mɔ.ʁɑ̃.se
Morancéens;mɔ.ʁɑ̃.se.ɛ̃
Morangis;mɔ̃.ʒʁɔ̃
Morave;mɔ.ʁav
Moraves;mɔʁav
Morbihan;mɔʁ.bi.ɑ̃
Morbihannaise;mɔʁ.bi.an.ɛz
Morbihannaises;mɔʁ.bi.an.ɛz
Morbijanas;mɔʁ.bi.ɑ̃
Morcenx;mɔʁ.sɛ̃s
Mordwaffe;ma.nɥɛl
Moreau;mɔ.ʁo
Morestin;ɛʁme
Morez;mo.ʁe
Morgan;mɔʁ.ɡan
Morgane;mɔʁ.ɡan
Morialais;mɔ.ʁja.lɛ
Morialiste;mɔ.ʁja.list
Morisi;mɔ.ʁis
Morlaisien;mɔʁ.lɛ.zjɛ̃
Morlaisienne;mɔʁ.lɛ.zjɛn
Morlaisiennes;mɔʁ.lɛ.zjɛn
Morlaisiens;mɔʁ.lɛ.zjɛ̃
Morlaix;mɔʁ.lɛ
Morlanwelz;mɔʁ.lɑ̃.we
Mormyrus;mɔʁ.miʁ
Mornassien;mɔʁ.na.sjɛ̃
Morolaba;mɔ.ʁɔ.la.ba
Morphée;mɔʁ.fe
Morphem;ɛlb
Morphologie;mɔ̃.da.ni.zə.ʁe
Mors;mɔʁs
Mort;mɔʁ
Mortain;mɔʁ.tɛ̃
Morteau;mɔʁ.to
Mortrée;mɔʁ.tʁe
Morvandeau;mɔʁ.vɑ̃.do
Morvandeaux;mɔʁ.vɑ̃.do
Morvandelle;mɔʁ.vɑ̃.dɛl
Morvandelles;mɔʁ.vɑ̃.dɛl
Morvandiau;mɔʁ.vɑ̃.djo
Morvandiaux;mɔʁ.vɑ̃.djo
Mosambiik;mɔ.zɑ̃.bik
Mosan;mo.zɑ̃
Moscou;mɔs.ku
Moscovici;mɔs.kɔ.vi.si
Moscovie;mɔs.kɔ.vi
Moscovien;mɔs.kɔ.vjɛ̃
Moscovite;mɔs.kɔ.vit
Moscua;mɔs.ku
Moselle;mɔ.zɛl
Moskito;mɑ̃.ɡa.ʁɛ.va
Moskou;mɔs.ku
Moskova;mɔs.ku
Moskva;mɔs.ku
Moskvo;mɔs.ku
Moslems;mɔ.lys.ki.sid
Mosles;mɔl
Mossi;mɔ.si
Mossie;mɔ.si
Mossies;mɔ.si
Mossis;mɔ.si
Motogodille;mo.to.ɡɔ.dij
Motor;mɑ̃
Mouche;muʃ
Mouen;mu.ɑ̃
Mouhoun;mu.un
Mouilleronnais;muj.ʁɔ.nɛ
Mouliné;mun.li.ne
Moulines;mu.lin
Moulinois;mu.li.nwa
Moulins;mu.lɛ̃
Moult;mult
Mouly;muli
Mounard;mu.naʁ
Mourad;mu.ʁad
Mouscle;mukl
Mouscron;muk.ʁɔ̃
Mouscronnois;muk.ʁɔ.nwa
Mouscronnoise;muk.ʁɔ.nwaz
Moussa;mu.sa
Moussageoises;mu.sa.ʒwaz
Moussanais;mu.sa.nɛ
Moussonvilliers;mu.sɔ̃.vi.lje
Moussy;mu.si
Moustapha;mus.ta.fa
Mouton;mu.tɔ̃
Mouvallois;mu.va.lwa
Mouvalloise;mu.va.lwaz
Mouvaux;mu.vo
Movima;mo.vi.ma
Moyaux;mɔ.jo
Moyeuvrienne;mwa.jø.vʁi.jɛn
Moyeuvriennes;mwa.jø.vʁi.jɛn
Mozabite;mɔ.za.bit
Mozabites;mɔ.za.bit
Mozac;mo.za
Mozambic;mɔ.zɑ̃.bik
Mozambicain;mɔ.zɑ̃.bi.kɛ̃
Mozambicaine;mɔ.zɑ̃.bi.kɛn
Mozambicaines;mɔ.zɑ̃.bi.kɛn
Mozambicains;mɔ.zɑ̃.bi.kɛ̃
Mozambicans;mɔ.lys.ki.sid
Mozambico;mɔ.zɑ̃.bik
Mozambiko;mɔ.zɑ̃.bik
Mozambique;mɔ.zɑ̃.bik
Mozarabe;mɔ.za.ʁab
Mozarabes;mɔ.za.ʁab
Mozart;mɔ.zaʁ
Mozarts;mɔ.zaʁ
Mr;mis.tœʁ
Mrad;me.ɡa.ʁa.djɑ̃
Mrs;mi.siz
MsTh;me.so.tɔ.ʁjɔm
Msr;ma.lwɛ̃
Mu;my
Mucha;me.zɔ.li.tik
Muffin;mɔ.ni.ka
Muhammad;mu.a.mad
Muharam;me.ta.ni.zœʁ
Mukoviszidose;mɔ.lɔk
Mulhouse;my.luz
Mulhousiennes;my.lu.zjɛn
Multiplikation;mɔ.lɔk
Mumm;mɔ.lɔk
Mundilfari;mun.dil.fa.ʁi
Munich;my.nik
Munichoise;my.ni.kwaz
Munichoises;my.ni.kwaz
Muntividèu;mɔn.te.vi.de.o
Murad;mu.ʁad
Murat;my.ʁa
Murcie;myʁ.si
Murcien;myʁ.sjɛ̃
Muret;my.ʁɛ
Muretain;myʁ.tɛ̃
Muretaine;myʁ.tɛn
Muretains;myʁ.tɛ̃
Muridés;my.ʁi.de
Murolien;my.ʁɔ.ljɛ̃
Murvièlh;me.ɡa.lo.dɔ̃
Muscat;mys.ka
Muschi;mɑ̃
Musclor;mysk.lɔʁ
Musclors;my.ʁɔ̃
Muse;myz
Museologie;my.zə.ɔ.lɔ.ʒi
Muses;myz
Musikvideo;mɔ̃.da.ni.zə.ʁɛ
Musikwissenschaft;my.zi.kɔ.lɔ.ʒi
Muslimed;ɛ̃.tɛʁ.ɔ.pɛ.ʁə.ʁɛ
Muslimizes;ma.ni.kyʁ
Mustafa;mus.ta.fa
