Arnika;an.li
Arniku;an.li
Arnkatla;an.li
Arnkel;an.li
Arnkeli;an.li
Arnkell;an.li
Arnkels;an.li
Arnlaug;an.li
Arnlaugar;an.li
Arnlaugi;an.li
Arnlaugs;an.li
Arnlaugu;an.li
Arnlaugur;an.li
Arnleif;an.li
Arnleifar;an.li
Arnleifi;an.li
Arnleifs;an.li
Arnleifu;an.li
Arnleifur;an.li
Arnmund;an.li
Arnmundi;an.li
Arnmunds;an.li
Arnmundur;an.li
Arnodd;an.li
Arnoddi;an.li
Arnodds;an.li
Arnoddur;an.li
Arnois;aʁ.nwa
Arnoise;aʁ.nwaz
Arnoises;aʁ.nwaz
Arnold;aʁ.nɔld
Arnolda;aʁ.mɑ̃d
Arnolde;aʁ.mɑ̃d
Arnoldi;aʁ.mɑ̃d
Arnoldih;aʁ.mɑ̃d
Arnoldom;aʁ.mɑ̃d
Arnoldoma;aʁ.mɑ̃d
Arnoldov;aʁ.mɑ̃d
Arnolds;an.li
Arnoldu;aʁ.mɑ̃d
Arnom;aʁ.mɑ̃d
Arnoma;aʁ.mɑ̃d
Arnov;aʁ.mɑ̃d
Arnstein;an.li
Arnsteini;an.li
Arnsteinn;an.li
Arnsteins;an.li
Arntfieldois;aʁnt.fil.dwa
Arnu;aʁ.mɑ̃d
Aroffe;a.ʁɔf
Arold;aʁ.nɔld
Aroni;an.li
Arons;an.li
Arpajon;aʁ.pa.ʒɔ̃
Arpajonnais;aʁ.pa.ʒɔ.nɛ
Arpajonnaise;aʁ.pa.ʒɔ.nɛz
Arpajonnaises;aʁ.pa.ʒɔ.nɛ
Arpanet;aʁ.pa.nɛt
Arphy;aʁ.fi
Arpitanie;aʁ.pi.ta.ni
Arrageoise;a.ʁa.ʒwaz
Arrageoises;a.ʁa.ʒwaz
Arrancourt;a.ʁɑ̃.kuʁ
Arrancourtois;a.ʁɑ̃.kuʁ.twa
Arrancourtoise;a.ʁɑ̃.kuʁ.twaz
Arrancourtoises;a.ʁɑ̃.kuʁ.twaz
Arrius;ɔ.mɔ̃.kyl
Arromanches;a.ʁo.mɑ̃ʃ
Arronville;a.ʁɔ̃.vil
Arsène;aʁ.sɛn
Arsénois;aʁ.se.nwa
Arschkriecher;at.las
Arsi;aʁ.si
Artémis;aʁ.te.mis
Artémise;aʁ.te.miz
Artésien;aʁ.te.zjɛ̃
Arta;a.pɔ.lɔ.ni
Artaban;aʁ.ta.bɑ̃
Arte;a.pɔ.lɔ.ni
Artemid;a.ʁom
Artemidah;a.ʁom
Artemidam;a.ʁom
Artemidama;a.ʁom
Artemidami;a.ʁom
Artemide;a.ʁom
Artemidi;a.ʁom
Artemido;a.ʁom
Arthabaskien;aʁ.ta.bas.kjɛ̃
Arthies;aʁ.ti
Arthon;aʁ.tɔ̃
Arthur;aʁ.tyʁ
Arthurja;a.pɔ.lɔ.ni
Arthurje;a.pɔ.lɔ.ni
Arthurjem;a.pɔ.lɔ.ni
Arthurjema;a.pɔ.lɔ.ni
Arthurjev;a.pɔ.lɔ.ni
Arthurji;a.pɔ.lɔ.ni
Arthurjih;a.pɔ.lɔ.ni
Arthurju;a.pɔ.lɔ.ni
Arthurs;an.li
Artih;a.pɔ.lɔ.ni
Artija;a.pɔ.lɔ.ni
Artije;a.pɔ.lɔ.ni
Artijem;a.pɔ.lɔ.ni
Artijema;a.pɔ.lɔ.ni
Artijev;a.pɔ.lɔ.ni
Artiji;a.pɔ.lɔ.ni
Artijih;a.pɔ.lɔ.ni
Artiju;a.pɔ.lɔ.ni
Artikel;ɛlb
Artinskien;aʁ.tin.skjɛ̃
Artois;aʁ.twa
Artom;a.pɔ.lɔ.ni
Artoma;a.pɔ.lɔ.ni
Artov;a.pɔ.lɔ.ni
Artu;a.pɔ.lɔ.ni
Artur;ɛ̃.tʁa
Artura;a.pɔ.lɔ.ni
Arture;a.pɔ.lɔ.ni
Arturi;a.pɔ.lɔ.ni
Arturih;a.pɔ.lɔ.ni
Arturja;a.ʁom
Arturje;a.ʁom
Arturjem;a.ʁom
Arturjema;a.ʁom
Arturjev;a.ʁom
Arturji;a.ʁom
Arturjih;a.ʁom
Arturju;a.ʁom
Arturom;a.pɔ.lɔ.ni
Arturoma;a.pɔ.lɔ.ni
Arturov;a.pɔ.lɔ.ni
Arturu;a.pɔ.lɔ.ni
Arubéen;a.ʁy.be.ɛ̃
Aruba;a.ʁu.ba
Arubain;a.ʁu.bɛ̃
Arubaine;a.ʁu.bɛn
Arubaines;a.ʁu.bɛn
Arubains;a.ʁu.bɛ̃
Arubais;a.ʁu.bɛ
Arube;a.ʁom
Arubi;a.ʁom
Arubo;a.ʁu.ba
Arverna;a.ʁom
Arverne;aʁ.vɛʁn
Arverni;a.ʁom
Arvernih;a.ʁom
Arvernom;a.ʁom
Arvernoma;a.ʁom
Arvernov;a.ʁom
Arvernu;a.ʁom
Arvidien;aʁ.vi.djɛ̃
Arville;aʁ.vil
Aryen;a.ʁjɛ̃
Aryenne;a.ʁjɛn
Aryennes;a.ʁjɛ̃
Aryens;a.ʁjɛ̃
Arzaela;aʁ.za.ɛla
Arzela;aʁ.zɛ.la
Arzhur;ab.ly.to.fɔ.bi
Asbestrien;as.bɛs.tʁi.jɛ̃
Ascendant;a.sɑ̃.dɑ̃
Ascension;a.sɑ̃.sjɔ̃
Ascensionnais;a.sɑ̃.sjɔ.nɛ
Ascensus;ɛ̃.fo.nɥa.ʒik
Aschenputtel;a.kal.miʁ
Aschermittwoch;ams.tɛʁ.dam
Asclépios;ask.le.pjɔs
Asclepius;ɔ.me
Ascotois;as.kɔ.twa
Ascq;ask
Asem;a.pɔ.lɔ.ni
Asemah;a.pɔ.lɔ.ni
Asemam;a.pɔ.lɔ.ni
Asemama;a.pɔ.lɔ.ni
Asemami;a.pɔ.lɔ.ni
Aseme;a.pɔ.lɔ.ni
Asemi;a.pɔ.lɔ.ni
Asemo;a.pɔ.lɔ.ni
Asherah;ɑ̃.tʁə.se.dɥiʁ
Ashley;ɛ.sɥi.mœbl
Ashtabula;aʃ.ta.by.la
Asiades;a.zjad
Asianisations;ɛ̃.tɛʁ.se.sjɔ̃
Asianizations;ɛ̃.tɛʁ.se.sjɔ̃
Asiat;ams.tɛʁ.dam
Asiate;a.zjat
Asiates;a.zjat
Asiatique;a.zja.tik
Asiatiques;a.zja.tik
Asie;a.zi
Asies;a.zi
Asim;a.ʁom
Asimah;a.ʁom
Asimam;a.ʁom
Asimama;a.ʁom
Asimami;a.ʁom
Asime;a.ʁom
Asimi;a.ʁom
Asimih;a.pɔ.lɔ.ni
Asimo;a.ʁom
Asimom;a.pɔ.lɔ.ni
Asimoma;a.pɔ.lɔ.ni
Asimov;a.pɔ.lɔ.ni
Asimu;a.pɔ.lɔ.ni
Asirca;a.ʁom
Asirce;a.ʁom
Asircem;a.ʁom
Asircema;a.ʁom
Asircev;a.ʁom
Asirci;a.ʁom
Asircih;a.ʁom
Asircu;a.ʁom
Asirije;a.ʁom
Asiriji;a.ʁom
Asirijo;a.ʁom
Asirka;ɛ̃.tɛʁ.sɛk.sjɔ.ne
Asj;a.ʁom
Asjah;a.ʁom
Asjam;a.ʁom
Asjama;a.ʁom
Asjami;a.ʁom
Asje;a.ʁom
Asji;a.ʁom
Asjo;a.ʁom
Ask;an.li
Askah;a.pɔ.lɔ.ni
Askam;a.pɔ.lɔ.ni
Askama;a.pɔ.lɔ.ni
Askami;a.pɔ.lɔ.ni
Askana;a.pɔ.lɔ.ni
Askane;a.pɔ.lɔ.ni
Askani;a.pɔ.lɔ.ni
Askanih;a.pɔ.lɔ.ni
Askanom;a.pɔ.lɔ.ni
Askanoma;a.pɔ.lɔ.ni
Askanov;a.pɔ.lɔ.ni
Askanu;a.pɔ.lɔ.ni
Aske;a.pɔ.lɔ.ni
Aski;an.li
Askih;a.pɔ.lɔ.ni
Askja;an.li
Askom;a.pɔ.lɔ.ni
Askoma;a.pɔ.lɔ.ni
Askov;a.pɔ.lɔ.ni
Asks;an.li
Asku;a.pɔ.lɔ.ni
Askur;an.li
Asm;a.pɔ.lɔ.ni
Asmah;a.pɔ.lɔ.ni
Asmam;a.pɔ.lɔ.ni
Asmama;a.pɔ.lɔ.ni
Asmami;a.pɔ.lɔ.ni
Asmara;as.ma.ʁa
Asme;a.pɔ.lɔ.ni
Asmi;a.pɔ.lɔ.ni
Asmih;a.pɔ.lɔ.ni
Asmo;a.pɔ.lɔ.ni
Asmom;a.pɔ.lɔ.ni
Asmoma;a.pɔ.lɔ.ni
Asmov;a.pɔ.lɔ.ni
Asmu;a.pɔ.lɔ.ni
Asnelles;a.nɛl
Asnières;a.njɛʁ
Aspar;an.li
Aspari;an.li
Aspars;an.li
Aspartam;ɔ.to.a.si.mi.lə.ʁɛ
Aspraise;asp.ʁɛz
Asque;ask
Assédic;a.se.dik
Assélien;a.se.ljɛ̃
Assélienne;a.se.ljɛn
Asséliennes;a.se.ljɛn
Asséliens;a.se.ljɛ̃
Assa;an.li
Assam;a.sam
Assas;a.sas
Assen;a.sɛn
Asseracaise;a.sə.ʁa.kɛ
Assesse;a.sɛs
Assimilation;a.si.mi.la.sjɔ̃
Assisien;a.si.zjɛ̃
Assomption;a.sɔ̃p.sjɔ̃
Assomptionniste;a.sɔ̃p.sjɔ.nist
Assumption;a.sɔ.nɑ̃.se
Assyrian;ɑ̃.tʁə.se.dɥiʁ
Assyrie;a.si.ʁi
Assyrien;a.si.ʁjɛ̃
Assyriens;a.si.ʁjɛ̃
Astérix;as.te.ʁiks
Astah;a.ʁom
Astam;a.ʁom
Astama;a.ʁom
Astami;a.ʁom
Astana;a.sta.na
Astanais;as.ta.nɛ
Aste;a.ʁom
Asterix;ams.tɛʁ.dam
Asteroid;as.te.ʁɔ.id
Asto;a.ʁom
Astonnais;as.tɔ.nɛ
Astraeus;a.zɔ.be
Astragalizontes;a.zɔ.be
Astrahana;a.ʁom
Astrahanom;a.ʁom
Astrahanu;a.ʁom
Astridar;an.li
Astride;as.tʁid
Astrolab;e.miʁ
Astrolabe;a.ʁis.tɔk.ʁa.ti.zə.ʁɛ
Astrolabium;e.miʁ
Astroturfing;a.kal.mi.ne
Astruc;as.tʁyk
Asturian;as.ty.ʁjɛ̃
Asturians;o.mo
Asturianu;o.to.e.tu.fa.sjɔ̃
Asturias;as.ty.ʁi
Asturien;as.ty.ʁjɛ̃
Asturies;as.ty.ʁi
Asuka;a.sy.ka
Asuras;ak.se.sit
Até;a.te
Atalante;a.ta.lɑ̃t
Atavismus;ɑ̃.ʒwɛ̃dʁ
Ataz;a.le.jɛn
Atenah;a.ʁom
Atenam;a.ʁom
Atenama;a.ʁom
Atenami;a.ʁom
Atenu;an.li
Athènes;a.tɛn
Athégien;a.te.ʒjɛ̃
Athégienne;a.te.ʒjɛn
Athégiennes;a.te.ʒjɛn
Athégiens;a.te.ʒjɛ̃
Athéna;a.te.na
Athénien;a.te.njɛ̃
Athénienne;a.te.njɛn
Athéniennes;a.te.njɛn
Athéniens;a.te.njɛ̃
Ath;at
Athanagor;a.ta.na.ɡɔʁ
Athanagore;a.ta.na.ɡɔʁ
Athanasois;a.ta.na.zwa
Atheniensis;as.tɛʁ
Athens;a.tɛn
Athenu;an.li
Athois;at.wa
Athoise;at.waz
Athoises;at.waz
Atikamekw;a.ti.ka.mɛk
Atike;a.ʁom
Atiki;a.ʁom
Atila;a.ti.la
Atilla;a.ti.la
Atilo;a.ti.la
Atla;an.li
Atlanta;at.lɑ̃.ta
Atlante;at.lɑ̃t
Atlantes;at.lɑ̃t
Atlantide;at.lɑ̃.tid
Atlantika;a.ʁom
Atlantikom;a.ʁom
Atlantiku;a.ʁom
Atlantique;at.lɑ̃.tik
Atlas;at.las
Atlasa;a.ʁom
Atlasar;an.li
Atlasi;an.li
Atlasom;a.ʁom
Atlasu;a.ʁom
Atli;an.li
Atomkraftwerk;ɑ̃.ba.ʁyʁ
Aton;a.tɔ̃
Atrébate;a.tʁe.bat
Atrébates;a.tʁe.bat
Atrebate;a.tʁə.bat
Atrebates;a.tʁə.bat
Atresie;ɛlb
Atriumhaus;ɛ
Attézien;a.te.zjɛ̃
Attézienne;a.te.zjɛn
Attéziennes;a.te.zjɛn
Attéziens;a.te.zjɛ̃
Attainville;a.tɛ̃.vil
Attica;a.tik
Attika;a.tik
Attikamek;a.ti.ka.mɛk
Attikameks;a.ti.ka.mɛk
Attila;a.ti.la
Attique;a.tik
Attitüde;ams.tɛʁ.dam
Attofarad;o.to.de.ɡʁa.da.bi.li.te
Attohenry;o.to.ɛ̃.dyk.sjɔ̃
Attyla;a.ti.la
Atua;a.ɔ
Aturin;a.ty.ʁɛ̃
Aubade;a.kal.miʁ
Aubange;o.bɑ̃ʒ
Aube;ob
Aubenas;o.bə.na
Aubergine;ɑ̃.dəʁ
Aubertîlien;o.bɛ.ʁi.ljɛ̃
Aubertois;o.bɛʁ.twa
Auberville;o.bɛʁ.vil
Aubervilliers;o.bɛʁ.vi.lje
Aubière;o.bjɛʁ
Aubigny;o.bi.ɲi
Aubin;o.bɛ̃
Aubinais;o.bi.nɛ
Aubinaise;o.bi.nɛz
Aubinaises;o.bi.nɛz
Aubine;o.bin
Aubines;o.bin
Aubins;o.bɛ̃
Aubrives;o.bʁiv
Aubusson;o.by.sɔ̃
Auby;o.bi
Auch;ɔʃ
Auchellois;ɔ.ʃɛ.lwa
Auchelloise;ɔ.ʃɛ.lwaz
Auchelloises;ɔ.ʃɛ.lwaz
Auclairois;ok.lɛ.ʁwa
Aude;od
Audenarde;o.də.naʁd
Auderghem;o.dəʁ.ɡɛm
Auderghemois;o.dəʁ.ɡɛ.mwa
Auderghemoise;o.dəʁ.ɡɛ.mwaz
Auderghemoises;o.dəʁ.ɡɛ.mwaz
Audettois;o.dɛ.twa
Audi;o.di
Audiernais;o.djɛʁ.nɛ
Audiernaise;o.djɛʁ.nɛz
Audignoise;o.di.ɲwaz
Audignoises;o.di.ɲwaz
Audomarois;o.do.ma.ʁwa
Audomaroise;o.do.ma.ʁwaz
Audomaroises;o.do.ma.ʁwaz
Audrey;o.dʁɛ
Audrieu;o.dʁjø
Audry;o.dʁi
Aufferville;o.fɛʁ.vil
Aufruf;ɔ.dɔ.na.tɔ.lɔ.ʒi
Aufrufe;ɔ.dɔ.na.tɔ.lɔ.ʒi
Augal;a.sa.lis
Auger;o.ʒe
Auguaise;o.ɡɛz
Auguste;ɔ.ɡyst
Augustin;o.ɡys.tɛ̃
Augustina;o.ɡys.ti.na
Augustine;o.ɡys.tin
Augustini;a.pɔ.lɔ.ni
Augustinien;o.ɡys.ti.njɛ̃
Augustinih;a.pɔ.lɔ.ni
Augustinom;a.pɔ.lɔ.ni
Augustinoma;a.pɔ.lɔ.ni
Augustinov;a.pɔ.lɔ.ni
Augustinu;a.pɔ.lɔ.ni
Aulnois;o.nwa
Aulnoise;o.nwaz
Aulnoises;o.nwaz
Aulnoy;ol.nwa
Aulusien;o.ly.zjɛ̃
Aumérine;o.me.ʁin
Aumale;o.mal
Aumarie;o.ma.ʁi
Aumondois;o.mɔ̃.dwa
Aunis;o.ni
Aunisien;o.ni.zjɛ̃
Aupalummiuq;o.pa.lu.mjuk
Auquainville;o.kɛ̃.vil
Auréle;o.ʁel
Aurélia;ɔ.ʁe.lja
Aurélian;o.ʁe.ljɑ̃
Auréliane;o.ʁe.ljan
Aurélianne;o.ʁe.ljan
Aurélie;ɔ.ʁe.li
Aurélien;o.ʁe.ljɛ̃
Aureah;a.pɔ.lɔ.ni
Auream;a.pɔ.lɔ.ni
Aureama;a.pɔ.lɔ.ni
Aureami;a.pɔ.lɔ.ni
Auree;a.pɔ.lɔ.ni
Aurei;a.pɔ.lɔ.ni
Aurej;a.pɔ.lɔ.ni
Aurel;o.ʁɛl
Aurela;a.tɔl
Aurele;a.tɔl
Aurelià;e.ɔ̃.tə.ʁɛ
Aureli;a.tɔl
Aurelia;ɔʁ.le.ɑ̃
Aureliah;a.pɔ.lɔ.ni
Aureliam;a.pɔ.lɔ.ni
Aureliama;a.pɔ.lɔ.ni
Aureliami;a.pɔ.lɔ.ni
Aurelianus;e.ɔ̃.tə.ʁɛ
Aurelie;a.tɔl
Aureliem;a.tɔl
Aureliema;a.tɔl
Aureliev;a.tɔl
Aurelih;a.tɔl
Aurelii;a.tɔl
Aureliih;a.tɔl
Aurelij;a.tɔl
Aurelijah;a.tɔl
Aurelijam;a.tɔl
Aurelijama;a.tɔl
Aurelijami;a.tɔl
Aurelije;a.tɔl
Aurelijem;a.tɔl
Aurelijema;a.tɔl
Aurelijev;a.tɔl
Aureliji;a.tɔl
Aurelijih;a.tɔl
Aureliju;a.tɔl
Aureliu;a.tɔl
Aurelom;a.tɔl
Aureloma;a.tɔl
Aurelov;a.tɔl
Aurelu;a.tɔl
Aureo;a.pɔ.lɔ.ni
Auriane;o.ʁjan
Aurignacien;o.ʁi.ɲa.sjɛ̃
Aurignais;o.ʁi.ɲɛ
Aurigny;ɔ.ʁi.ɲi
Aurora;o.ʁɔ.ʁa
Aurore;ɔ.ʁɔʁ
Ausétans;o.ze.tɑ̃
Ausbildung;ɑ̃.ʒwɛ̃dʁ
Ausci;a.le.zøz
Auscitain;o.si.tɛ̃
Auscitaine;o.si.tɛn
Auscitaines;o.si.tɛn
Auscitains;o.si.tɛ̃
Auscorum;a.le.zøz
Ausführung;o.ʁɔ.ʁa
Ausgabe;ɑ̃.ʒwɛ̃dʁ
Aussprache;ɑ̃.ʒwɛ̃dʁ
Austar;an.li
Austari;an.li
Austars;an.li
Austerlitz;os.tɛʁ.litz
Austin;os.tin
Austmann;an.li
Austmanns;an.li
Austmar;an.li
Austmari;an.li
Austmars;an.li
Austra;an.li
Australasia;os.tʁa.la.zi
Australasie;os.tʁa.la.zi
Australië;a.sɔʁ.ti.mɑ̃
Australianisms;a.ba.sid
Australie;os.tʁa.li
Australien;os.tʁa.ljɛ̃
Australienne;ost.ʁa.ljɛn
Australiennes;ost.ʁa.ljɛn
Australiens;os.tʁa.ljɛ̃
Australii;o.to.a.ɡlɔ.mɛ.ʁə.ʁɛ
Australio;o.to.a.ɡlɔ.mɛ.ʁə.ʁɛ
Australizes;as.ti.kaʒ
Austrasie;os.tʁa.zi
Austri;an.li
Austrian;a.de
Austronésie;ɔs.tʁɔ.ne.zjɛn
Auswirkung;ɔ.dɔ.na.tɔ.lɔ.ʒi
Auswirkungen;ɔ.dɔ.na.tɔ.lɔ.ʒi
Autel;o.tɛl
Auteuil;o.tøj
Autheuil;o.tœj
Authiérois;o.tje.ʁwa
Authie;o.ti
Authiernordois;o.tje.nɔʁ.dwa
Authoises;o.twaz
Authonais;o.tɔ.nɛ
Authonaise;o.tɔ.nɛz
Authonaises;o.tɔ.nɛz
Authumoise;o.ty.mwaz
Autobahn;o.tɑ̃
Autoire;o.twaʁ
Autreville;o.tʁə.vil
Autriche;o.tʁiʃ
Autrichien;o.tʁi.ʃjɛ̃
Autrichienne;o.tʁi.ʃjɛn
Autrichiennes;o.tʁi.ʃjɛn
Autrichiens;o.tʁi.ʃjɛ̃
Autun;o.tœ̃
Auvergnat;o.veʁ.ɲa
Auvergnate;o.veʁ.ɲat
Auvergnates;o.veʁ.ɲat
Auvergnats;o.veʁ.ɲa
Auvergne;o.vɛʁɲ
Auvernaux;o.vɛʁ.no
Auvernois;o.vɛʁ.nwa
Auvernoise;o.vɛʁ.nwaz
Auvernoises;o.vɛʁ.nwaz
Auversois;o.vɛʁ.swa
Auversoise;o.vɛʁ.swaz
Auversoises;o.vɛʁ.swaz
Auvillars;o.vi.laʁ
Auvraisien;o.vʁɛ.zjɛ̃
Auxais;o.sɛ
Auxeron;o.sə.ʁɔ̃
Auxerre;o.sɛʁ
Auxerrois;o.sɛ.ʁwa
Auxerroise;o.sɛ.ʁwaz
Auxerroises;o.sɛ.ʁwaz
Auxilois;o.si.lwa
Auxonnais;o.sɔ.nɛ
Auxonnaises;o.sɔ.nɛz
Auxonne;o.sɔn
Auxy;o.ksi
Auxyois;o.ksi.wa
Auze;oz
Avallon;a.va.lɔ̃
Avalon;a.va.lɔ̃
Avantages;al.ɡe.dɔ.nik
Avara;a.tɔl
Avare;a.tɔl
Avarec;ɛ̃.tɛʁ.sɛk.sjɔn
Avari;a.tɔl
Avarih;a.tɔl
Avarka;ɛ̃.tɛʁ.sɛk.sjɔ.nɛ
Avarom;a.tɔl
Avaroma;a.tɔl
Avarov;a.tɔl
Avaru;a.tɔl
Ave;a.ve
Avellinois;a.vɛ.li.nwa
Avellinot;a.vɛ.li.no
Avenay;av.nɛ
Avent;a.vɑ̃
Aventin;a.vɑ̃.tɛ̃
Avenue;av.ny
Averna;ak.si.zjɛn
Avernae;ak.si.zjɛn
Avernam;ak.si.zjɛn
Avernarum;ak.si.zjɛn
Avernas;ak.si.zjɛn
Avernes;a.vɛʁn
Averni;ak.si.zjɛn
Avernis;ak.si.zjɛn
Averno;ak.si.zjɛn
Avernorum;ak.si.zjɛn
Avernos;ak.si.zjɛn
Avernum;ak.si.zjɛn
Aversion;ams.tɛʁ.dam
Avery;ɛ.sɥi.mœbl
Avestan;aj.ma.ʁa
Aveyron;a.ve.ʁɔ̃
Avgustah;a.tɔl
Avgustam;a.tɔl
Avgustama;a.tɔl
Avgustami;a.tɔl
Avguste;a.tɔl
Avgusti;a.tɔl
Avgustih;a.tɔl
Avgustinah;a.tɔl
Avgustinam;a.tɔl
Avgustinama;a.tɔl
Avgustinami;a.tɔl
Avgustine;a.tɔl
Avgustini;a.tɔl
Avgustinih;a.tɔl
Avgustino;a.tɔl
Avgustinom;a.tɔl
Avgustinoma;a.tɔl
Avgustinov;a.tɔl
Avgustinu;a.tɔl
Avgusto;a.tɔl
Avgustom;a.tɔl
Avgustoma;a.tɔl
Avgustov;a.tɔl
Avgustu;a.tɔl
Avignon;a.vi.ɲɔ̃
Avignona;a.pɔ.lɔ.ni
Avignonnais;a.vi.ɲɔ.nɛ
Avignonom;a.pɔ.lɔ.ni
Avignonu;a.pɔ.lɔ.ni
Aviréenne;a.vi.ʁe.ɛn
Aviréennes;a.vi.ʁe.ɛn
Avisien;a.vi.zjɛ̃
Avitacus;ob.vjø
Avoine;a.vwan
Avon;a.vɔ̃
Avoriaz;a.vɔ.ʁja
Avrainville;a.vʁɛ̃.vil
Avranches;a.vʁɑ̃ʃ
Avre;avʁ
Avreah;a.pɔ.lɔ.ni
Avream;a.pɔ.lɔ.ni
Avreama;a.pɔ.lɔ.ni
Avreami;a.pɔ.lɔ.ni
Avree;a.pɔ.lɔ.ni
Avrei;a.pɔ.lɔ.ni
Avrej;a.tɔl
Avrejah;a.tɔl
Avrejam;a.tɔl
Avrejama;a.tɔl
Avrejami;a.tɔl
Avreje;a.tɔl
Avreji;a.tɔl
Avrejo;a.tɔl
Avrelia;a.tɔl
Avrelie;a.tɔl
Avrelii;a.tɔl
Avreliih;a.tɔl
Avrelijah;a.tɔl
Avrelijam;a.tɔl
Avrelijama;a.tɔl
Avrelijami;a.tɔl
Avrelije;a.tɔl
Avrelijem;a.tɔl
Avrelijema;a.tɔl
Avrelijev;a.tɔl
Avreliji;a.tɔl
Avrelijih;a.tɔl
Avrelijom;a.tɔl
Avrelijoma;a.tɔl
Avrelijov;a.tɔl
Avreliju;a.tɔl
Avreliom;a.tɔl
Avrelioma;a.tɔl
Avreliov;a.tɔl
Avreliu;a.tɔl
Avrelj;a.tɔl
Avreljah;a.tɔl
Avreljam;a.tɔl
Avreljama;a.tɔl
Avreljami;a.tɔl
Avrelje;a.tɔl
Avrelji;a.tɔl
Avreljih;a.tɔl
Avreljom;a.tɔl
Avreljoma;a.tɔl
Avreljov;a.tɔl
Avrelju;a.tɔl
Avreo;a.pɔ.lɔ.ni
Avrilly;a.vʁi.ji
Avstralazije;a.tɔl
Avstralaziji;a.tɔl
Avstralazijo;a.tɔl
Avstralca;a.tɔl
Avstralce;a.tɔl
Avstralcem;a.tɔl
Avstralcema;a.tɔl
Avstralcev;a.tɔl
Avstralci;a.tɔl
Avstralcih;a.tɔl
Avstralcu;a.tɔl
Avstralije;a.tɔl
Avstraliji;a.tɔl
Avstralijo;a.tɔl
Avstralk;a.tɔl
Avstralkah;a.tɔl
Avstralkam;a.tɔl
Avstralkama;a.tɔl
Avstralkami;a.tɔl
Avstralke;a.tɔl
Avstralki;a.tɔl
Avstralko;a.tɔl
Avstrijca;a.tɔl
Avstrijce;a.tɔl
Avstrijcem;a.tɔl
Avstrijcema;a.tɔl
Avstrijcev;a.tɔl
Avstrijci;a.tɔl
Avstrijcih;a.tɔl
Avstrijcu;a.tɔl
Avstrije;a.tɔl
Avstriji;a.tɔl
Avstrijk;a.tɔl
Avstrijkah;a.tɔl
Avstrijkam;a.tɔl
Avstrijkama;a.tɔl
Avstrijkami;a.tɔl
Avstrijke;a.tɔl
Avstrijki;a.tɔl
Avstrijko;a.tɔl
Avstrijo;a.tɔl
Axe;aks
Axel;a.ksɛl
Axelle;a.ksɛl
Axelma;an.li
Axelmu;an.li
Axels;an.li
Axonais;a.ksɔ.nɛ
Axonaise;a.ksɔ.nɛz
Axonaises;a.ksɔ.nɛz
Ay;a.i
Ayapana;a.ja.pa.na
Ayiti;a.i.ti
Aylmerois;el.mœ.ʁwa
Aymara;aj.ma.ʁa
Aymes;ɑ̃.ʃa.ʁɔ.ɲə.ʁɛ
Ayn;a.jɛ̃
Ayrault;e.ʁo
Azéri;a.ze.ʁi
Azérie;a.ze.ʁi
Azéries;a.ze.ʁi
Azéris;a.ze.ʁi
Azawad;a.za.wad
Azazel;a.za.zɛl
Azerbaïdjan;a.zɛʁ.baj.dʒɑ̃
Azerbaïdjanais;a.zɛʁ.baj.dʒa.nɛ
Azerbaïdjanaise;a.a.zɛʁ.baj.dʒa.nɛz
Azerbaïdjanaises;a.a.zɛʁ.baj.dʒa.nɛz
Azerbaijani;a.ze.ʁi
Azeri;a.ze.ʁi
Azijca;a.tɔl
Azijce;a.tɔl
Azijcem;a.tɔl
Azijcema;a.tɔl
Azijcev;a.tɔl
Azijci;a.tɔl
Azijcih;a.tɔl
Azijcu;a.tɔl
Azije;a.tɔl
Aziji;a.tɔl
Azijk;a.tɔl
Azijkah;a.tɔl
Azijkam;a.tɔl
Azijkama;a.tɔl
Azijkami;a.tɔl
Azijke;a.tɔl
Azijki;a.tɔl
Azijko;a.tɔl
Azijo;a.tɔl
Aziliz;ab.ly.to.fɔ.bi
Azincourt;a.zɛ̃.kuʁ
Azorih;a.tɔl
Azorom;a.tɔl
Azorov;a.tɔl
Azotobacter;a.zɔ.tɔ.bak.tɛʁ
Azr;a.tɔl
Azraël;az.ʁa.ɛl
Azrah;a.tɔl
Azram;a.tɔl
Azrama;a.tɔl
Azrami;a.tɔl
Azre;a.tɔl
Azri;a.tɔl
Azro;a.tɔl
Aztèque;az.tɛk
Aztèques;az.tɛk
Azteka;a.tɔl
Azteke;a.tɔl
Azteki;a.tɔl
Aztekih;a.tɔl
Aztekom;a.tɔl
Aztekoma;a.tɔl
Aztekov;a.tɔl
Azteku;a.tɔl
Azycien;a.zi.sjɛ̃
Azycienne;a.zi.sjɛn
Azyciennes;a.zi.sjɛn
Azyciens;a.zi.sjɛ̃
açaï;a.saj
açaïs;a.bʁɛ.ʒə.mɑ̃
açaimo;a.bʁi.kɔt
açambarcamento;a.bʁi.kɔt
açambarcar;a.bʁi.kɔt
açamo;a.bʁi.kɔt
açanèla;a.vi.fyʒ
açana;a.vi.fyʒ
aço;a.si.doz
açon;a.sɔ̃
açons;a.sɔ̃
açoréennes;a.sɔ.ʁe.ɛ̃
açoréens;a.sɔ.ʁe.ɛ̃
aède;a.ɛd
aèdes;a.ɛd
aère;a.ɛʁ
aèrent;a.ɛʁ
aèrera;a.ɛʁ.ʁa
