Lælie;le.li
lignèrent;li.ɲɛʁ
ligné;li.ɲe
lignée;li.ɲe
lignées;li.ɲe
lignés;li.ɲe
ligna;li.ɲa
lignage;li.ɲaʒ
lignager;li.nɛʁ
lignages;li.ɲaʒ
lignai;li.ɲe
lignaient;li.ɲɛ
lignais;li.ɲɛ
lignait;li.ɲɛ
lignant;li.ɲɑ̃
lignard;li.ɲaʁ
lignards;li.ɲaʁ
lignas;li.ɲa
lignasse;li.ɲas
lignassent;li.ɲas
lignasses;li.ɲas
lignassiez;li.ɲa.sje
lignassions;li.ɲa.sjɔ̃
ligne;liɲ
lignent;liɲ
ligner;li.ɲe
lignera;li.ɲə.ʁa
lignerai;li.ɲə.ʁe
ligneraient;li.ɲə.ʁɛ
lignerais;li.ɲə.ʁɛ
lignerait;li.ɲə.ʁɛ
ligneras;li.ɲə.ʁa
lignerez;li.ɲə.ʁe
ligneriez;li.ɲə.ʁje
lignerions;li.ɲə.ʁjɔ̃
lignerole;li.ɲə.ʁɔl
ligneroles;li.ɲə.ʁɔl
lignerolle;li.ɲə.ʁɔl
lignerolles;li.ɲə.ʁɔl
lignerons;li.ɲə.ʁɔ̃
ligneront;li.ɲə.ʁɔ̃
lignes;liɲ
lignette;li.ɲe
ligneul;lɛ̃ʒ
ligneuse;li.ɲøz
ligneuses;li.ɲøz
ligneux;li.ɲø
lignez;li.ɲe
lignicole;li.ɲi.kɔl
lignicoles;li.ɲi.kɔl
ligniculture;li.ɲi.kyl.tyʁ
lignicultures;li.ɲi.kyl.tyʁ
ligniez;li.ɲje
lignifiâmes;li.ɲi.fjam
lignifiât;li.ɲi.fja
lignifiâtes;li.ɲi.fjat
lignifièrent;li.ɲi.fjɛʁ
lignifié;li.ɲi.fje
lignifiée;li.ɲi.fje
lignifiées;li.ɲi.fje
lignifiés;li.ɲi.fje
lignifia;li.ɲi.fja
lignifiai;li.ɲi.fje
lignifiaient;li.ɲi.fjɛ
lignifiais;li.ɲi.fjɛ
lignifiait;li.ɲi.fjɛ
lignifiant;li.ɲi.fjɑ̃
lignifiants;li.ɲi.fjɑ̃
lignifias;li.ɲi.fja
lignifiasse;li.ɲi.fjas
lignifiassent;li.ɲi.fjas
lignifiasses;li.ɲi.fjas
lignifiassiez;li.ɲi.fja.sje
lignifiassions;li.ɲi.fja.sjɔ̃
lignification;li.ɲi.fi.ka.sjɔ̃
lignifie;li.ɲi.fi
lignifient;li.ɲi.fi
lignifier;li.ɲi.fje
lignifiera;li.ɲi.fi.ʁa
lignifierai;li.ɲi.fi.ʁe
lignifieraient;li.ɲi.fi.ʁɛ
lignifierais;li.ɲi.fi.ʁɛ
lignifierait;li.ɲi.fi.ʁɛ
lignifieras;li.ɲi.fi.ʁa
lignifierez;li.ɲi.fi.ʁe
lignifieriez;li.ɲi.fi.ʁje
lignifierions;li.ɲi.fi.ʁjɔ̃
lignifierons;li.ɲi.fi.ʁɔ̃
lignifieront;li.ɲi.fi.ʁɔ̃
lignifies;li.ɲi.fi
lignifiez;li.ɲi.fje
lignifiiez;li.ɲi.fi.je
lignifiions;li.ɲi.fi.jɔ̃
lignifions;li.ɲi.fjɔ̃
ligniforme;li.ɲi.fɔʁm
ligniformes;li.ɲi.fɔʁm
lignine;li.ɲin
lignions;li.ɲjɔ̃
lignirode;li.ɲi.ʁɔd
lignite;li.ɲit
lignites;li.ɲit
lignivore;li.ɲi.vɔʁ
ligno;li.ɡaʁ
lignocellulose;li.ɲɔ.sɛ.ly.loz
lignons;li.ɲɔ̃
lignosité;li.ɲo.zi.te
lignum;li.bi.do
ligo;li.bi.do
ligotâmes;li.ɡɔ.tam
ligotât;li.ɡɔ.ta
ligotâtes;li.ɡɔ.tat
ligotèrent;li.ɡɔ.tɛʁ
ligoté;li.ɡɔ.te
ligotée;li.ɡɔ.te
ligotées;li.ɡɔ.te
ligotés;li.ɡɔ.te
ligota;li.ɡɔ.ta
ligotage;liɡɔtaʒ
ligotai;li.ɡɔ.te
ligotaient;li.ɡɔ.tɛ
ligotais;li.ɡɔ.tɛ
ligotait;li.ɡɔ.tɛ
ligotant;li.ɡɔ.tɑ̃
ligotas;li.ɡɔ.ta
ligotasse;li.ɡɔ.tas
ligotassent;li.ɡɔ.tas
ligotasses;li.ɡɔ.tas
ligotassiez;li.ɡɔ.ta.sje
ligotassions;li.ɡɔ.ta.sjɔ̃
ligote;li.ɡɔt
ligotent;li.ɡɔt
ligoter;li.ɡɔ.te
ligotera;li.ɡɔ.tə.ʁa
ligoterai;li.ɡɔ.tə.ʁe
ligoteraient;li.ɡɔ.tə.ʁɛ
ligoterais;li.ɡɔ.tə.ʁɛ
ligoterait;li.ɡɔ.tə.ʁɛ
ligoteras;li.ɡɔ.tə.ʁa
ligoterez;li.ɡɔ.tə.ʁe
ligoteriez;li.ɡɔ.tə.ʁje
ligoterions;li.ɡɔ.tə.ʁjɔ̃
ligoterons;li.ɡɔ.tə.ʁɔ̃
ligoteront;li.ɡɔ.tə.ʁɔ̃
ligotes;li.ɡɔt
ligotez;li.ɡɔ.te
ligotiez;li.ɡɔ.tje
ligotions;li.ɡɔ.tjɔ̃
ligotons;li.ɡɔ.tɔ̃
ligots;li.ɡo
ligre;liɡʁ
ligroïne;li.ɡʁɔ.in
ligroïnes;li.ɡʁɔ.in
ligron;liɡʁ.ɔ̃
liguâmes;li.ɡam
liguât;li.ɡa
liguâtes;li.ɡat
liguèrent;li.ɡɛʁ
ligué;li.ɡe
liguée;li.ɡe
liguées;li.ɡe
ligués;li.ɡe
ligua;li.ɡa
liguai;li.ɡe
liguaient;li.ɡɛ
liguais;li.ɡɛ
liguait;li.ɡɛ
liguant;li.ɡɑ̃
liguas;li.ɡa
liguasse;li.ɡas
liguassent;li.ɡas
liguasses;li.ɡas
liguassiez;li.ɡa.sje
liguassions;li.ɡa.sjɔ̃
ligue;liɡ
liguent;liɡ
liguer;li.ɡe
liguera;li.ɡə.ʁa
liguerai;li.ɡə.ʁe
ligueraient;li.ɡə.ʁɛ
liguerais;li.ɡə.ʁɛ
liguerait;li.ɡə.ʁɛ
ligueras;li.ɡə.ʁa
liguerez;li.ɡə.ʁe
ligueriez;li.ɡə.ʁje
liguerions;li.ɡə.ʁjɔ̃
liguerons;li.ɡə.ʁɔ̃
ligueront;li.ɡə.ʁɔ̃
ligues;liɡ
ligueur;li.ɡœʁ
ligueurs;li.ɡœʁ
ligueuse;li.ɡøz
ligueuses;li.ɡøz
liguez;li.ɡe
liguiez;li.ɡje
liguions;li.ɡjɔ̃
liguistes;li.ɡist
ligulé;li.ɡy.le
ligule;li.ɡyl
ligules;li.ɡyl
liguliflore;li.ɡy.li.flɔʁ
liguliflores;li.ɡy.li.flɔʁ
liguliforme;li.ɡy.li.fɔʁm
liguliformes;li.ɡy.li.fɔʁm
liguons;li.ɡɔ̃
liguorien;li.ɡɔ.ʁjɛ̃
ligure;li.ɡyʁ
ligures;li.ɡyʁ
liguster;ljɛf
ligustrum;li.bi.do
liha;loz
lihapood;la.o
lihas;loz
lihat;lɑ̃.te
lihtsalt;la.o
lihtsus;la.o
lihtter;ɛʁ.vjɛ̃
lihunik;la.o
lii;lɑ̃
liibüalane;la.o
liibanonlane;la.o
liiderlikkus;la.o
liiez;li.je
liiketalous;ɛk.stɛʁn
liikuttaa;loz
liilia;la.o
liim;la.o
liima;loz
liimima;la.o
liinilaev;la.o
liions;li.jɔ̃
liipama;la.o
liitium;la.o
liitma;la.o
liitmine;la.o
liitto;loz
liitu;loz
liivatee;la.o
lije;li.zi.bi.li.ze
lijf;lɥi
lijk;lɥi
likâmes;laj.kam
likât;laj.ka
likâtes;laj.kat
likèrent;laj.kɛʁ
liké;laj.ke
likée;laj.ke
likées;laj.ke
likés;laj.ke
lik;lə.va
lika;laj.ka
likai;laj.ke
likaient;laj.kɛ
likais;laj.kɛ
likait;laj.kɛ
likant;laj.kɑ̃
likanta;laj.ka
likas;laj.ka
likasien;li.ka.sjɛ̃
likasse;laj.kas
likassent;laj.kas
likasses;laj.kas
likassiez;laj.ka.sje
likassions;laj.ka.sjɔ̃
likata;ɛɡ.zɔ
like;lajk
liked;lajk
likenessed;lɔ.ʁɛ̃
likent;lajk
liker;laj.ke
likera;laj.kə.ʁa
likerai;laj.kə.ʁe
likeraient;laj.kə.ʁɛ
likerais;laj.kə.ʁɛ
likerait;laj.kə.ʁɛ
likeras;laj.kə.ʁa
likerez;laj.kə.ʁe
likeriez;laj.kə.ʁje
likerions;laj.kə.ʁjɔ̃
likerons;laj.kə.ʁɔ̃
likeront;laj.kə.ʁɔ̃
likes;lajk
likest;lajk
liketh;lajk
likez;laj.ke
likiez;laj.kje
likinta;laj.ka
likions;laj.kjɔ̃
likis;laj.ka
likitana;lɔ.pɛt
likkista;lə.va
liknelse;lə.va
likons;laj.kɔ̃
likonta;laj.ka
likos;laj.ka
likota;laj.ka
likus;laj.ka
likvid;lə.va
likvidanta;laj.ka
likvidas;laj.ka
likvidata;laj.ka
likvidinta;laj.ka
likvidis;laj.ka
likvidita;laj.ka
likvidos;laj.ka
likvidota;laj.ka
likvidu;laj.ka
likvidus;laj.ka
lila;li.dja
lilacé;li.la.se
lilacée;li.la.se
lilacées;li.la.se
lilacés;li.la.se
lilas;li.la
lilia;lak.ti.fɛʁ
liliacées;li.lja.se
lilial;li.ljal
liliale;li.ljal
lilie;lak.ti.fɛʁ
lilija;li.lja
lilith;li.lit
liliths;li.lit
lilja;lə.va
lilje;lav
liljekonvalje;lə.va
lill;la.o
lille;lav
lillekauplus;la.o
lillekaupmees;la.o
lilliputien;li.li.py.sjɛ̃
lilliputiens;li.li.py.sjɛ̃
lillkapsas;la.o
lillois;li.lwa
lilloise;li.lwaz
lilloises;li.lwaz
lily;lɔ.ʁi
limâmes;li.mam
limât;li.ma
limâtes;li.mat
limèrent;li.mɛʁ
limé;li.me
limée;li.me
limées;li.me
liménienne;li.me.njɛn
liméniennes;li.me.njɛn
liméniens;li.me.njɛ̃
limés;li.me
lim;lə.va
limaçon;li.ma.sɔ̃
limaçonnâmes;li.ma.sɔ.nam
limaçonnât;li.ma.sɔ.na
limaçonnâtes;li.ma.sɔ.nat
limaçonnèrent;li.ma.sɔ.nɛʁ
limaçonné;li.ma.sɔ.ne
limaçonnée;li.ma.sɔ.ne
limaçonnées;li.ma.sɔ.ne
limaçonnés;li.ma.sɔ.ne
limaçonna;li.ma.sɔ.na
limaçonnai;li.ma.sɔ.ne
limaçonnaient;li.ma.sɔ.nɛ
limaçonnais;li.ma.sɔ.nɛ
limaçonnait;li.ma.sɔ.nɛ
limaçonnant;li.ma.sɔ.nɑ̃
limaçonnas;li.ma.sɔ.na
limaçonnasse;li.ma.sɔ.nas
limaçonnassent;li.ma.sɔ.nas
limaçonnasses;li.ma.sɔ.nas
limaçonnassiez;li.ma.sɔ.na.sje
limaçonnassions;li.ma.sɔ.na.sjɔ̃
limaçonne;li.ma.sɔn
limaçonnent;li.ma.sɔn
limaçonner;li.ma.sɔ.ne
limaçonnera;li.ma.sɔ.nə.ʁa
limaçonnerai;li.ma.sɔ.nə.ʁe
limaçonneraient;li.ma.sɔ.nə.ʁɛ
limaçonnerais;li.ma.sɔ.nə.ʁɛ
limaçonnerait;li.ma.sɔ.nə.ʁɛ
limaçonneras;li.ma.sɔ.nə.ʁa
limaçonnerez;li.ma.sɔ.nə.ʁe
limaçonneriez;li.ma.sɔ.nə.ʁje
limaçonnerions;li.ma.sɔ.nə.ʁjɔ̃
limaçonnerons;li.ma.sɔ.nə.ʁɔ̃
limaçonneront;li.ma.sɔ.nə.ʁɔ̃
limaçonnes;li.ma.sɔn
limaçonnez;li.ma.sɔ.ne
limaçonnière;li.ma.sɔ.njɛʁ
limaçonniez;li.ma.sɔ.nje
limaçonnions;li.ma.sɔ.njɔ̃
limaçonnons;li.ma.sɔ.nɔ̃
limaçons;li.ma.sɔ̃
lima;li.ma
limace;li.mas
limaces;li.mas
limacien;li.ma.sjɛ̃
limacienne;li.ma.sjɛn
limaciennes;li.ma.sjɛn
limaciens;li.ma.sjɛ̃
limacine;li.ma.sin
limage;li.maʒ
limai;li.me
limaient;li.mɛ
limaillâmes;li.ma.jam
limaillât;li.ma.ja
limaillâtes;li.ma.jat
limaillèrent;li.ma.jɛʁ
limaillé;li.ma.je
limaillée;li.ma.je
limaillées;li.ma.je
limaillés;li.ma.je
limailla;li.ma.ja
limaillai;li.ma.je
limaillaient;li.ma.jɛ
limaillais;li.ma.jɛ
limaillait;li.ma.jɛ
limaillant;li.ma.jɑ̃
limaillas;li.ma.ja
limaillasse;li.ma.jas
limaillassent;li.ma.jas
limaillasses;li.ma.jas
limaillassiez;li.ma.ja.sje
limaillassions;li.ma.ja.sjɔ̃
limaille;li.maj
limaillent;li.maj
limailler;li.ma.je
limaillera;li.ma.jə.ʁa
limaillerai;li.ma.jə.ʁe
limailleraient;li.ma.jə.ʁɛ
limaillerais;li.ma.jə.ʁɛ
limaillerait;li.ma.jə.ʁɛ
limailleras;li.ma.jə.ʁa
limaillerez;li.ma.jə.ʁe
limailleriez;li.ma.jə.ʁje
limaillerions;li.ma.jə.ʁjɔ̃
limaillerons;li.ma.jə.ʁɔ̃
limailleront;li.ma.jə.ʁɔ̃
limailles;li.maj
limailleux;li.ɲi.ʁɔd
limaillez;li.ma.je
limailliez;li.ma.je
limaillions;li.ma.jɔ̃
limaillons;li.ma.jɔ̃
limaire;li.mɛʁ
limais;li.mɛ
limait;li.mɛ
liman;li.mɑ̃
limandâmes;li.mɑ̃.dam
limandât;li.mɑ̃.da
limandâtes;li.mɑ̃.dat
limandèrent;li.mɑ̃.dɛʁ
limandé;li.mɑ̃.de
limandée;li.mɑ̃.de
limandées;li.mɑ̃.de
limandés;li.mɑ̃.de
limanda;li.mɑ̃.da
limandai;li.mɑ̃.de
limandaient;li.mɑ̃.dɛ
limandais;li.mɑ̃.dɛ
limandait;li.mɑ̃.dɛ
limandant;li.mɑ̃.dɑ̃
limandas;li.mɑ̃.da
limandasse;li.mɑ̃.das
limandassent;li.mɑ̃.das
limandasses;li.mɑ̃.das
limandassiez;li.mɑ̃.da.sje
limandassions;li.mɑ̃.da.sjɔ̃
limande;li.mɑ̃d
limandelle;li.mɑ̃.dɛl
limandent;li.mɑ̃d
limander;li.mɑ̃.de
limandera;li.mɑ̃.də.ʁa
limanderai;li.mɑ̃.də.ʁe
limanderaient;li.mɑ̃.də.ʁɛ
limanderais;li.mɑ̃.də.ʁɛ
limanderait;li.mɑ̃.də.ʁɛ
limanderas;li.mɑ̃.də.ʁa
limanderez;li.mɑ̃.də.ʁe
limanderiez;li.mɑ̃.də.ʁje
limanderions;li.mɑ̃.də.ʁjɔ̃
limanderons;li.mɑ̃.də.ʁɔ̃
limanderont;li.mɑ̃.də.ʁɔ̃
limandes;li.mɑ̃d
limandez;li.mɑ̃.de
limandiez;li.mɑ̃.dje
limandions;li.mɑ̃.djɔ̃
limandons;li.mɑ̃.dɔ̃
limant;li.mɑ̃
limare;li.ma
limas;li.ma
limasse;li.mas
limassent;li.mas
limasses;li.mas
limassiez;li.ma.sje
limassions;li.ma.sjɔ̃
limato;ɛ̃k.ʁi.mi.nɑ̃t
limax;li.ma
limbénga;lɔ.pɛt
limbaire;lɛ̃.bɛʁ
limbe;lɛ̃b
limbes;lɛ̃b
limbesque;lɛ̃.bɛsk
limbesques;lɛ̃.bɛsk
limbique;lɛ̃.bik
limbiques;li.maj
limbourgeois;lɛ̃.buʁ.ʒwa
limbourgeoise;lɛ̃.buʁ.ʒwaz
limbourgeoises;lɛ̃.buʁ.ʒwaz
limbus;li.ma
lime;lim
limen;li.ma
liment;lim
limequat;lim.kwat
limequats;lim.kwat
limer;li.me
limera;li.mə.ʁa
limerai;li.mə.ʁe
limeraient;li.mə.ʁɛ
limerais;li.mə.ʁɛ
limerait;li.mə.ʁɛ
limeras;li.mə.ʁa
limerez;li.mə.ʁe
limeriez;li.mə.ʁje
limerions;li.mə.ʁjɔ̃
limerons;li.mə.ʁɔ̃
limeront;li.mə.ʁɔ̃
limes;li.mɛs
limestre;li.mɛstʁ
limestres;li.mɛstʁ
limetta;la.ne.ʁo
limette;li.mɛt
limettier;li.mɛ.tje
limettiers;li.maj
limez;li.me
limfa;li.lja
limiar;lɛst
limicole;li.mi.kɔl
limicoles;li.maj
limicule;li.mi.kyl
limicules;li.maj
limier;li.mje
limiers;li.mje
limiez;li.mje
limiganta;laj.ka
limigas;laj.ka
limigata;laj.ka
limiginta;laj.ka
limigis;laj.ka
limigita;laj.ka
limigonta;laj.ka
limigos;laj.ka
limigota;laj.ka
limigu;laj.ka
limigus;laj.ka
liminaire;li.mi.nɛʁ
liminaires;li.maj
liminal;li.mi.nal
limions;li.mjɔ̃
limitâmes;li.mi.tam
limitât;li.mi.ta
limitâtes;li.mi.tat
limitèrent;li.mi.tɛʁ
limité;li.mi.te
limitée;li.mi.te
limitées;li.mi.te
limités;li.mi.te
limit;lɛ.je
limita;li.mi.ta
limitable;li.mi.tabl
limitables;li.mi.tabl
limitai;li.mi.te
limitaient;li.mi.tɛ
limitais;li.mi.tɛ
limitait;li.mi.tɛ
limitant;li.mi.tɑ̃
limitante;li.mi.tɑ̃t
limitantes;li.mi.tɑ̃t
limitantesi;ɛn.yplɛ
limitants;li.mi.tɑ̃
limitar;li.ɡaʁ
limitas;li.mi.ta
limitasion;ɛ.fi.lɔ.ke
limitasse;li.mi.tas
limitassent;li.mi.tas
limitasses;li.mi.tas
limitassiez;li.mi.ta.sje
limitassions;li.mi.ta.sjɔ̃
limitat;ɛk.to
limitateurs;li.maj
limitatif;li.mi.ta.tif
limitation;li.mi.ta.sjɔ̃
limitations;li.mi.ta.sjɔ̃
limitative;li.mi.ta.tiv
limitativement;li.mi.ta.tiv.mɑ̃
limite;li.mit
limitent;li.mit
limiter;li.mi.te
limitera;li.mi.tə.ʁa
limiterai;li.mi.tə.ʁe
limiteraient;li.mi.tə.ʁɛ
limiterais;li.mi.tə.ʁɛ
limiterait;li.mi.tə.ʁɛ
limiteras;li.mi.tə.ʁa
limiterez;li.mi.tə.ʁe
limiteriez;li.mi.tə.ʁje
limiterions;li.mi.tə.ʁjɔ̃
limiterons;li.mi.tə.ʁɔ̃
limiteront;li.mi.tə.ʁɔ̃
limites;li.mit
limiteurs;li.mi.tœʁ
limitez;li.mi.te
limitiez;li.mi.tje
limitions;li.mi.tjɔ̃
limitons;li.mi.tɔ̃
limitrophe;li.mi.tʁɔf
limivore;li.mi.vɔʁ
limivores;li.maj
limma;lə.va
limnée;lim.ne
limnées;lim.ne
limn;ɛks.ma.tʁi.ky.la.sjɔ̃
limnanthées;lim.nɑ̃.te
limnanthacées;li.mnɑ̃.ta.se
limnicole;li.mni.kɔl
limnicoles;li.maj
limniculture;lim.ni.kyl.tyʁ
limnicultures;lim.ni.kyl.tyʁ
limnimétrie;lim.ni.me.tʁi
limnique;lim.nik
limniques;lim.nik
limnivore;li.mni.vɔʁ
limnivores;li.mɑ̃
limnodrome;lim.nɔ.dʁom
limnodromes;lim.nɔ.dʁom
limnogéologie;lim.nɔ.ʒe.ɔ.lɔ.ʒi
limnologie;lim.no.lɔ.ʒi
limnologies;lim.nɔ.lɔ.ʒi
limnologija;li.lja
limnométrique;ɛ̃.tɑ̃.pe.ʁe.mɑ̃
limnonyme;lim.nɔ.nim
limnophile;lim.nɔ.fil
limnoterrestre;lim.no.tɛ.ʁɛstʁ
limnoterrestres;lim.no.tɛ.ʁɛstʁ
limofuracien;li.mɔ.fy.ʁa.sjɛ̃
limofuracienne;li.mɔ.fy.ʁa.sjɛn
limofuraciennes;li.mɔ.fy.ʁa.sjɛn
limofuraciens;li.mɔ.fy.ʁa.sjɛ̃
limogèrent;li.mɔ.ʒɛʁ
limogé;li.mɔ.ʒe
limogée;li.mɔ.ʒe
limogées;li.mɔ.ʒe
limogés;li.mɔ.ʒe
limogeâmes;li.mɔ.ʒam
limogeât;li.mɔ.ʒa
limogeâtes;li.mɔ.ʒat
limoge;li.mɔʒ
limogea;li.mɔ.ʒa
limogeage;li.mɔ.ʒaʒ
limogeages;li.maj
limogeai;li.mɔ.ʒe
limogeaient;li.mɔ.ʒɛ
limogeais;li.mɔ.ʒɛ
limogeait;li.mɔ.ʒɛ
limogeant;li.mɔ.ʒɑ̃
limogeas;li.mɔ.ʒa
limogeasse;li.mɔ.ʒas
limogeassent;li.mɔ.ʒas
limogeasses;li.mɔ.ʒas
limogeassiez;li.mɔ.ʒa.sje
limogeassions;li.mɔ.ʒa.sjɔ̃
limogent;li.mɔʒ
limogeons;li.mɔ.ʒɔ̃
limogera;li.mɔ.ʒə.ʁa
limogerai;li.mɔ.ʒə.ʁe
limogeraient;li.mɔ.ʒə.ʁɛ
limogerais;li.mɔ.ʒə.ʁɛ
limogerait;li.mɔ.ʒə.ʁɛ
limogeras;li.mɔ.ʒə.ʁa
limogerez;li.mɔ.ʒə.ʁe
limogeriez;li.mɔ.ʒə.ʁje
limogerions;li.mɔ.ʒə.ʁjɔ̃
limogerons;li.mɔ.ʒə.ʁɔ̃
limogeront;li.mɔ.ʒə.ʁɔ̃
limoges;li.mɔʒ
limogez;li.mɔ.ʒe
limogiez;li.mɔ.ʒje
limogions;li.mɔ.ʒjɔ̃
limographe;li.mɔ.ɡʁa.f
limographes;li.mɔ.ɡʁa.f
limographiâmes;li.mɔ.ɡʁa.fjam
limographiât;li.mɔ.ɡʁa.fja
limographiâtes;li.mɔ.ɡʁa.fjat
limographièrent;li.mɔ.ɡʁa.fjɛʁ
limographié;li.mɔ.ɡʁa.fje
limographiée;li.mɔ.ɡʁa.fje
limographiées;li.mɔ.ɡʁa.fje
limographiés;li.mɔ.ɡʁa.fje
limographia;li.mɔ.ɡʁa.fja
limographiai;li.mɔ.ɡʁa.fje
limographiaient;li.mɔ.ɡʁa.fjɛ
limographiais;li.mɔ.ɡʁa.fjɛ
limographiait;li.mɔ.ɡʁa.fjɛ
limographiant;li.mɔ.ɡʁa.fjɑ̃
limographias;li.mɔ.ɡʁa.fja
limographiasse;li.mɔ.ɡʁa.fjas
limographiassent;li.mɔ.ɡʁa.fjas
limographiasses;li.mɔ.ɡʁa.fjas
limographiassiez;li.mɔ.ɡʁa.fja.sje
limographiassions;li.mɔ.ɡʁa.fja.sjɔ̃
limographie;li.mɔ.ɡʁa.fi
limographient;li.mɔ.ɡʁa.fi
limographier;li.mɔ.ɡʁa.fje
limographiera;li.mɔ.ɡʁa.fi.ʁa
limographierai;li.mɔ.ɡʁa.fi.ʁe
limographieraient;li.mɔ.ɡʁa.fi.ʁɛ
limographierais;li.mɔ.ɡʁa.fi.ʁɛ
limographierait;li.mɔ.ɡʁa.fi.ʁɛ
limographieras;li.mɔ.ɡʁa.fi.ʁa
limographierez;li.mɔ.ɡʁa.fi.ʁe
limographieriez;li.mɔ.ɡʁa.fi.ʁje
limographierions;li.mɔ.ɡʁa.fi.ʁjɔ̃
limographierons;li.mɔ.ɡʁa.fi.ʁɔ̃
limographieront;li.mɔ.ɡʁa.fi.ʁɔ̃
limographies;li.mɔ.ɡʁa.fi
limographiez;li.mɔ.ɡʁa.fje
limographiiez;li.mɔ.ɡʁa.fi.je
limographiions;li.mɔ.ɡʁa.fi.jɔ̃
limographions;li.mɔ.ɡʁa.fjɔ̃
limonâmes;li.mɔ.nam
limonât;li.mɔ.na
limonâtes;li.mɔ.nat
limonène;li.mɔ.nɛn
limonènes;li.maj
limonèrent;li.mɔ.nɛʁ
limoné;li.mɔ.ne
limonée;li.mɔ.ne
limonées;li.mɔ.ne
limonés;li.mɔ.ne
limon;li.mɔ̃
limona;li.mɔ.na
limonade;li.mɔ.nad
limonades;li.mɔ.nad
limonadière;li.mɔ.na.djɛʁ
limonadières;li.mɔ.na.djɛʁ
limonadier;li.mɔ.na.dje
limonadiers;li.mɔ.na.dje
limonage;li.mɔ.naʒ
limonages;li.maj
limonai;li.mɔ.ne
limonaient;li.mɔ.nɛ
limonais;li.mɔ.nɛ
limonait;li.mɔ.nɛ
limonant;li.mɔ.nɑ̃
limonas;li.mɔ.na
limonasse;li.mɔ.nas
limonassent;li.mɔ.nas
limonasses;li.mɔ.nas
limonassiez;li.mɔ.na.sje
limonassions;li.mɔ.na.sjɔ̃
limonato;ɛn.yplɛ
limone;li.mɔn
limonent;li.mɔn
limoner;li.mɔ.ne
limonera;li.mɔ.nə.ʁa
limonerai;li.mɔ.nə.ʁe
limoneraient;li.mɔ.nə.ʁɛ
limonerais;li.mɔ.nə.ʁɛ
limonerait;li.mɔ.nə.ʁɛ
limoneras;li.mɔ.nə.ʁa
limonerez;li.mɔ.nə.ʁe
limoneriez;li.mɔ.nə.ʁje
limonerions;li.mɔ.nə.ʁjɔ̃
limonerons;li.mɔ.nə.ʁɔ̃
limoneront;li.mɔ.nə.ʁɔ̃
limones;li.mɔn
limoneuse;li.mɔ.nøz
limoneuses;li.mɔ.nøz
limonez;li.mɔ.ne
limonière;li.mɔ.njɛʁ
limonières;li.mɔ.njɛʁ
limonie;li.mɔ.ni
limonier;li.mɔ.nje
limoniers;li.mɔ.nje
limonies;li.maj
limoniez;li.mɔ.nje
limoniforme;li.mɔ.ni.fɔʁm
limoniformes;li.mɔ.ni.fɔʁm
limonine;li.mɔ.nin
limonines;li.maj
limonions;li.mɔ.njɔ̃
limonite;li.mɔ.nit
limonites;li.maj
limoniteux;li.mɔ.ni.tø
limonoïde;li.mɔ.nɔ.id
limonoïdes;li.maj
limonoïque;li.mɔ.nɔ.ik
limonons;li.mɔ.nɔ̃
limons;li.mɔ̃
limonyme;li.mɔ.nim
limosinage;li.li.py.sjɛ̃
limosna;li.dja
limougeaud;li.mu.ʒo
limousinâmes;li.mu.zi.nam
limousinât;li.mu.zi.na
limousinâtes;li.mu.zi.nat
limousinèrent;li.mu.zi.nɛʁ
limousiné;li.mu.zi.ne
limousinée;li.mu.zi.ne
limousinées;li.mu.zi.ne
limousinés;li.mu.zi.ne
limousin;li.mu.zɛ̃
limousina;li.mu.zi.na
limousinage;li.mu.zi.naʒ
limousinages;li.maj
limousinai;li.mu.zi.ne
limousinaient;li.mu.zi.nɛ
limousinais;li.mu.zi.nɛ
limousinait;li.mu.zi.nɛ
limousinant;li.mu.zi.nɑ̃
limousinas;li.mu.zi.na
limousinasse;li.mu.zi.nas
limousinassent;li.mu.zi.nas
limousinasses;li.mu.zi.nas
limousinassiez;li.mu.zi.na.sje
limousinassions;li.mu.zi.na.sjɔ̃
limousine;li.mu.zin
limousinent;li.mu.zin
limousiner;li.mu.zi.ne
limousinera;li.mu.zi.nə.ʁa
limousinerai;li.mu.zi.nə.ʁe
limousineraient;li.mu.zi.nə.ʁɛ
limousinerais;li.mu.zi.nə.ʁɛ
limousinerait;li.mu.zi.nə.ʁɛ
limousineras;li.mu.zi.nə.ʁa
limousinerez;li.mu.zi.nə.ʁe
limousineriez;li.mu.zi.nə.ʁje
limousinerions;li.mu.zi.nə.ʁjɔ̃
limousinerons;li.mu.zi.nə.ʁɔ̃
limousineront;li.mu.zi.nə.ʁɔ̃
limousines;li.mu.zin
limousinez;li.mu.zi.ne
limousiniez;li.mu.zi.nje
limousinions;li.mu.zi.njɔ̃
limousinons;li.mu.zi.nɔ̃
limousins;li.mu.zɛ̃
limouxin;li.muk.sɛ̃
limouxine;li.muk.sin
limpar;lɛst
limpeza;lɛst
limpide;lɛ̃.pid
limpidissime;lɛ̃.pi.di.sim
limpidissimes;li.maj
limpidité;lɛ̃.pi.di.te
limpidités;li.maj
limpiesa;li.dja
limps;lod
limu;li.my
limule;li.myl
limules;li.maj
limune;la.o
limure;lɛ̃.to
limus;li.my
linçoir;li.ɲaʁ
linéaire;li.ne.ɛʁ
linéairement;li.ne.ɛʁ.mɑ̃
