Bâle;bɑl
Benjaminois;bɛ̃.ʒa.mi.nwa
Benjaminom;bə.lɛ̃d
Benjaminoma;bə.lɛ̃d
Benjaminov;bə.lɛ̃d
Benjaminu;bə.lɛ̃d
Benna;bə.lin.da
Benney;bə.lin.da
Benneyjar;bə.lin.da
Benneyju;bə.lin.da
Bennu;bə.lin.da
Benoît;bə.nwa
Beno;bə.lɛ̃
Benois;bə.nwa
Benom;bə.lɛ̃d
Benoma;bə.lɛ̃d
Benov;bə.lɛ̃d
Bent;bə.lin.da
Benta;bə.lin.da
Bents;bə.lin.da
Bentu;bə.lin.da
Benu;bə.lɛ̃d
Benzina;bɛz.bol
Beocija;bə.lɛ̃
Berbère;bɛʁ.bɛʁ
Bercy;bɛʁ.si
Bereitschaft;buʁ.fi
Bereitschaften;buʁ.fi
Bergahorn;ba.sɛ̃
Bergamasque;bɛʁ.ɡa.mask
Bergamasques;bɛʁ.ɡa.mask
Bergame;bɛʁ.ɡam
Bergamotte;byd.le.ja
Bergant;bə.lɛ̃
Bergbau;be.ʁe.zi.na
Bergelmir;bɛʁ.ɡɛl.miʁ
Berger;bɛʁ.ʒe
Bergeron;bɛʁʒəʁɔ̃
Bergeronnais;bɛʁ.ʒə.ʁɔ.nɛ
Beringia;by.byl.mɑ̃
Berjou;bɛʁ.ju
Berlim;bɛʁ.lɛ̃
Berlin;bɛʁ.lɛ̃
Berlinois;bɛʁ.li.nwa
Berlinoise;bɛʁ.li.nwaz
Berlinoises;bɛʁ.li.nwaz
Berlins;bɛʁ.lɛ̃
Bermigeois;bɛʁ.mi.ʒwa
Bermuda;bɛʁ.my.da
Bermudais;bɛʁ.my.dɛ
Bermudaise;bɛʁ.my.dɛz
Bermudaises;bɛʁ.my.dɛz
Bermudas;bɛʁ.my.da
Bermudes;bɛʁ.myd
Bermudien;bɛʁ.my.djɛ̃
Bermudienne;bɛʁ.my.djɛn
Bermudiennes;bɛʁ.my.djɛn
Bermudiens;bɛʁ.my.djɛ̃
Bermudois;bɛʁ.my.dwa
Bermudoise;bɛʁ.my.dwaz
Bermudoises;bɛʁ.my.dwaz
Bermudy;bɛʁ.myd
Bernadette;bɛʁ.na.dɛt
Bernard;bɛʁ.naʁ
Bernardica;bə.lɛ̃
Bernardika;bə.lɛ̃
Bernardin;bɛʁ.naʁ.dɛ̃
Bernardine;bɛʁ.naʁ.din
Bernardka;bə.lɛ̃
Bernay;bɛʁ.nɛ
Berne;bɛʁn
Bernerien;bɛʁ.nə.ʁjɛ̃
Bernerienne;bɛʁ.nə.ʁjɛn
Berneriennes;bɛʁ.nə.ʁjɛn
Berneriens;bɛʁ.nə.ʁjɛ̃
Bernesq;bɛʁn.syʁ.waz
Bernhard;bɔn
Bernières;bɛʁ.njɛʁ
Bernièrois;bɛʁ.njɛ.ʁwa
Bernièroise;bɛʁ.njɛ.ʁwaz
Bernièroises;bɛʁ.njɛ.ʁwaz
Berniérois;bɛʁ.nje.ʁwa
Berniervillois;bɛʁ.nje.vi.lwa
Bernois;bɛʁ.nwa
Bernoise;bɛʁ.nwaz
Bernoises;bɛʁ.nwaz
Berriasien;bɛ.ʁja.zjɛ̃
Berriat;bɛ.ʁia
Berriate;bɛ.ʁiat
Berriates;bɛ.ʁiat
Berriats;bɛ.ʁia
Berrichon;bɛ.ʁi.ʃɔ̃
Berrichonne;bɛ.ʁi.ʃɔn
Berrichonnes;bɛ.ʁi.ʃɔn
Berrichons;bɛ.ʁi.ʃɔ̃
Berry;bɛ.ʁi
Berryen;bɛ.ʁi.ɛ̃
Bert;bɛʁ
Berthe;bɛʁt
Berthelais;bɛʁ.tə.lɛ
Berthelet;bɛʁ.tə.lɛ
Berthelois;bɛʁ.tə.lwa
Berthevillois;bɛʁ.tə.vi.lwa
Berthiérain;bɛʁ.tje.ʁɛ̃
Berthiervillois;bɛʁ.tje.vi.lwa
Berthois;bɛʁ.twa
Berti;bə.lɛ̃
Bertica;bə.lɛ̃
Bertillon;bɛʁ.ti.jɔ̃
Bertka;bə.lɛ̃
Bertrand;bɛʁ.tʁɑ̃
Bertrix;bɛʁ.tʁi
Beruf;ba.nan
Berville;bɛʁ.vil
Bes;bə.lɛ̃
Besançon;bə.zɑ̃.sɔ̃
Besatzungsmacht;byd.le.ja
Beschneiungsanlage;be.ʁe.zi.na
Besenginster;bjɔ.de.tʁi.tik
Beshaignon;be.a.ist
Besinnung;byd.le.ja
Besné;be.ne
Besnétin;be.ne.tɛ̃
Besnétine;be.ne.tin
Besnétines;be.ne.tin
Besnétins;be.ne.tɛ̃
Besonrieux;bə.zɔ̃.ʁjø
Bessanais;bɛ.sa.nɛ
Bessancourt;be.sɑ̃.kuʁ
Bessarabe;bɛ.sa.ʁab
Bessarabie;bɛsaʁabi
Besseja;bʁɔ.tɔ.nwa
Besteck;be.ʁe.zi.na
Bestla;bɛs.tla
Besuch;bu.jɔ̃
Betaübung;bwɑ.tabl
Bethléem;bɛt.le.ɛm
Betrüger;ba.ti.da
Betrügerei;ba.ti.da
Betrag;byd.le.ja
Betreiber;byd.le.ja
Betriebssystem;bɛʁ.lɛ̃
Bett;ba.nan
Beusquines;bøs.kin
Beute;ba.sɛ̃
Beutel;byd.le.ja
Beuvillers;bø.vi.lɛʁ
Beyhan;bɛ.an
Beynolan;be.no.lɑ̃
Beynost;be.no
Beyrouth;bɛ.ʁut
Beyrouthine;bɛ.ʁu.tin
Beyrouthines;bɛ.ʁu.tin
Bezalles;bɛʁ.nɛ.vil.bɛʁ
Bezirk;baʁb
Bezons;bə.zɔ̃
Bezouce;bə.zɔ̃
Bhoetaan;bi.bi
Bhoutan;bu.tɑ̃
Bhoutanais;bu.ta.nɛ
Bhoutanaise;bu.ta.nɛz
Bhoutanaises;bu.ta.nɛz
Biàrritz;bja.ʁits
Bièvre;bjɛvʁ
Bièvres;bjɛvʁ
Bièvrois;bjɛ.vʁwa
Bièvroise;bjɛ.vʁwaz
Bièvroises;bjɛ.vʁwaz
Biéha;bjea
Biélorusse;bje.lɔ.ʁys
Biélorusses;bje.lɔ.ʁys
Biélorussie;bje.lɔ.ʁy.si
Biachet;bja.ʃɛ
Biafra;bja.fʁa
Biafrais;bja.fʁɛ
Biafraise;bja.fʁɛz
Biafraises;bja.fʁɛ
Bianca;bjɑ̃.ka
Biarritz;bja.ʁits
Biarriz;bja.ʁits
Bibiane;bi.bjan
Bible;bibl
Bibliografie;byd.le.ja
Bibliothek;bɛ.na
Bichkékien;biʃ.ke.kjɛ̃
Bichkékois;biʃ.ke.kwa
Bichkek;biʃ.kɛk
Bicois;bi.kwa
Bidart;bi.daʁ
Bidartar;bi.daʁ.taʁ
Bidartars;bi.daʁ.taʁ
Bidel;bi.dɛl
Bidonière;bi.dɔ.njɛʁ
Bie;be.ki.jɔ̃
Bielorrusia;be.la.ʁys
Bielorusko;be.la.ʁys
Bielorussia;be.la.ʁys
Biencourtois;bjɛ̃.kuʁ.twa
Biene;ba.nan
Bienenstock;byd.le.ja
Bier;ba.bi
Bigiquois;bi.ʒi.kwa
Bigorre;bi.ɡɔʁ
Bigouden;bi.ɡu.dɛ̃
Bikini;bi.ki.ni
Bikois;bi.kwa
Bilatériens;bi.la.te.ʁjɛ̃
Bilderbuch;byd.le.ja
Bilgari;byl.ɡa.ʁi
Bilge;byd.le.ja
Billard;bi.jaʁ
Billie;bɔn.to
Billies;bɔn.to
Billy;bi.ji
Bimarou;bi.ma.ʁu
Bimaru;bi.ma.ʁy
Binche;bɛ̃ʃ
Binchois;bɛlʒ
Bindewort;byd.le.ja
Bio;bjo
Bioethanol;byd.le.ja
Biologie;bɔj
Biolumineszenz;bi.te
Biometrie;baʁb
Biotop;byd.le.ja
Bira;bi.ʁa
Birke;ba.nan
Birman;biʁ.mɑ̃
Birmane;biʁ.man
Birmanes;biʁ.man
Birmanie;biʁ.ma.ni
Birmans;biʁ.mɑ̃
Birne;ba.nan
Birse;biʁs
Bisasam;byd.le.ja
Biscaye;bis.kaj
Bischkek;biʃ.kɛk
Bishkek;biʃ.kɛk
Bishoptonnien;bi.ʃɔp.tɔ.njɛ̃
Bisjkek;biʃ.kɛk
Biskek;biʃ.kɛk
Bismarckien;bis.maʁ.kjɛ̃
Bismarckienne;bis.maʁ.kjɛn
Bismarckiennes;bis.maʁ.kjɛn
Bismarckiens;bis.maʁ.kjɛ̃
Bison;bʁɛ̃.ʒal
Bisounours;bi.zu.nuʁs
Bissalien;bi.sa.ljɛ̃
Bissao;bi.sa.o
Bissières;bi.sjɛʁ
Bistière;bis.tjɛʁ
Biszkek;biʃ.kɛk
Bitche;bitʃ
Bitembois;bi.tɑ̃.bwa
Bittou;bi.tu
Biwak;byd.le.ja
Bixkek;biʃ.kɛk
Bizanet;bi.za.nɛ
Bizanos;bi.za.nos
Bizardien;bi.zaʁ.djɛ̃
Bizet;bi.zɛ
Bizou;bi.zu
Blümchen;byd.le.ja
Blüwïssel;bɛʁ.nikl
Black;blak
Blacks;blak
Blacyat;bla.sja
Blacyate;bla.sjat
Blacyates;bla.sjat
Blacyats;bla.sja
Blagnac;blaɲak
Blainvillier;blɛ̃.vi.lje
Blair;blɛʁ
Blairs;blɛʁ
Blaise;blɛz
Blaisette;ble.zɛt
Blaisois;blɛ.zwa
Blaisoise;blɛ.zwaz
Blaisy;blɛ.zi
Blanc;blɑ̃
Blanche;blɑ̃ʃ
Blanches;blɑ̃ʃ
Blancs;blɑ̃
Blancsablonnais;blɑ̃.sab.lɔ.nɛ
Blandine;blɑ̃.din
Blandinois;blɑ̃.di.nwa
Blandois;blɑ̃.dwa
Blandoise;blɑ̃.dwaz
Blandoises;blɑ̃.dwaz
Blandy;blɑ̃.di
Blandynois;blɑ̃.di.nwa
Blandynoise;blɑ̃.di.nwaz
Blandynoises;blɑ̃.di.nwaz
Blarusien;bla.ʁy.zjɛ̃
Blasenkatheter;byd.le.ja
Blassadiers;bla.sa.dje
Blatt;blat
Blatte;baʁ.ba.ʁɔt
Blattgold;byd.le.ja
Blauelster;bi.jaʁ
Blay;blɛ
Blaye;blaj
Blechnapf;byd.le.ja
Blegny;ble.ni
Blennes;blɛn
Blepharitis;byd.le.ja
Bletterans;blɛt.ʁɑ̃
Bleu;blø
Bleues;blø
Blitz;ba.bi
Blitzkrieg;ba.bi
Bloch;blɔk
Blois;blwa
Blues;bʁa.zi.ljɛ̃
Blueseabien;blu.si.bjɛ̃
Bluetooth;blu.tus
Blumère;bly.mɛʁ
Blumères;bly.mɛʁ
Blumentopf;baʁb
Blutbad;byd.le.ja
Blutegel;byd.le.ja
Blutspende;baʁb
Blutwurst;baʁb
Boétien;bɔ.e.sjɛ̃
Boëcé;bɔ.ɛ.se
Bo;bɔ.e.mjɔm
Boala;bɔa.la
Bob;bɔb
Bobigny;bo.bi.ɲi
Bobolais;bɔ.bɔ.lɛ
Bobolaise;bɔ.bɔ.lɛz
Bobolaises;bɔ.bɔ.lɛz
Bochimans;bɔ.ʃi.mɑ̃
Bocquencé;bɔ.kɑ̃.se
Bocvana;bo.ʒɔ.lɛ
Bocvano;bo.ʒɔ.lɛ
Boden;blat
Bodhisattvas;blab.la
Boeing;bɛ.ʁja.zjɛ̃
Boer;buʁ
Boers;buʁ
Bogotà;bɔ.ɡɔ.ta
Bogota;bɔ.ɡɔ.ta
Bogotanais;bʁa.za.vi.lwa
Bogoto;bɔ.ɡɔ.ta
Bohémien;bɔ.e.mjɛ̃
Bohémienne;bɔ.e.mjɛn
Bohémiennes;bɔ.e.mjɛn
Bohémiens;bɔ.e.mjɛ̃
Bohême;bɔ.ɛm
Bohnsdorf;bi.jaʁ
Boigneville;bwa.ɲø.vil
Boignevillois;bwa.ɲø.vi.lwa
Boignevilloise;bwa.ɲø.vi.lwaz
Boignevilloises;bwa.ɲø.vi.lwaz
Boisbriannais;bwɑ.bʁi.ja.nɛ
Boischatelois;bwa.ʃa.tə.lwa
Boisdesfilionnais;bwɑ.dɛ.fi.ljɔ.nɛ
Boisdesfillionnais;bwɑ.dɛ.fi.ljɔ.nɛ
Boisdon;bɛʁ.nɛ.vil.bɛʁ
Boisemont;bwaz.mɔ̃
Boisien;bwa.zjɛ̃
Boisjeannois;bwa.ʒa.nwa
Boisjeannoise;bwa.ʒa.nwaz
Boisjeannoises;bwa.ʒa.nwaz
Boissetine;bwa.sə.tin
Boissetines;bwa.sə.tin
Boissetins;bwa.sə.tɛ̃
Boissettes;bwa.sɛt
Boissey;bwa.sɛ
Boissillon;bwa.si.jɔ̃
Boissillonne;bwa.si.jɔn
Boissillonnes;bwa.si.jɔn
Boissillons;bwa.si.jɔ̃
Boissyon;bwa.si.jɔ̃
Boissyonne;bwa.si.jɔn
Boissyonnes;bwa.si.jɔn
Boissyons;bwa.si.jɔn
Boitron;bwa.tʁɔ̃
Boje;byd.le.ja
Bolbec;bul.be
Bolchoï;bɔl.ʃɔj
Boletales;bɔ.lɛ.tal
Bolgarija;byl.ɡa.ʁi
Boliivia;bɔ.li.vi
Bolivians;bɑ̃.tam
Bolivie;bɔ.li.vi
Bolivien;bɔ.li.vjɛ̃
Bolivienne;bɔ.li.vjɛn
Boliviennes;bɔ.li.vjɛn
Boliviens;bɔ.li.vjɛ̃
Bolivija;bɔ.li.vjɛ̃
Bolivio;bɔ.li.vi
Bollywood;bɔ.li.wud
Bolognaise;bo.lɔ.ɲɛz
Bolognaises;bo.lɔ.ɲɛz
Bologne;bɔ.lɔɲ
Bolonaise;bo.lɔ.nɛz
Bolonaises;bo.lɔ.nɛz
Bolschewik;ba.je.zja.nism
Bolshevik;ba.je.zja.nism
Boltonnois;bɔl.tɔ.nwa
Bolzen;bɛ̃.ɡa.lɛz
Bombay;bɔ̃.bɛ
Bombon;bɔ̃.bɔ̃
Bon;bɔ̃
Bona;bɔ.na
Bonairien;bɔ.nɛ.ʁjɛ̃
Bonapartiste;bɔ.na.paʁ.tist
Bonapartistes;bɔ.na.paʁ.tist
Bonaventurain;bɔ.na.vɑ̃.ty.ʁɛ̃
Bonaventurien;bɔ.na.vɑ̃.ty.ʁjɛ̃
Bonbon;bɔ̃.bɔ̃
Bonconseillois;bɔ̃.kɔ̃.sɛ.jwa
Bondoufle;bɔ̃.dufl
Bondouflois;bɔ̃.du.flwa
Bondoufloise;bɔ̃.du.flwaz
Bondoufloises;bɔ̃.du.flwaz
Bondy;bɔ̃.di
Bondynois;bɔ̃.di.nwa
Bonfilois;bɔ̃.fi.lwa
Bonheur;bɔ.nœʁ
Bonhomme;bɔ.nɔm
Boni;bɔ.ni
Bonifac;bɔ.ni
Boniface;bɔ.ni.fas
Bonifacien;bɔ.ni.fa.sjɛ̃
Bonifacienne;bɔ.ni.fa.sjɛn
Bonifaciennes;bɔ.ni.fa.sjɛn
Bonifaciens;bɔ.ni.fa.sjɛ̃
Bonifacio;bɔ.ni.fa.sjo
Bonnœil;bɔ.nœj
Bonnoeil;bɔ.nœj
Bonn;bɔn
Bonnard;bɔ.naʁ
Bonnefoi;bɔn.fwa
Bonnefous;bɔnəfus
Bonnemaison;bɔn.mɛ.zɔ̃
Bonneton;bɔnətɔ̃
Bonneval;bɔn.val
Bonnevalais;bɔn.va.lɛ
Bonnevalaise;bɔn.va.lɛz
Bonnevalien;bɔn.va.ljɛ̃
Bonnevalienne;bɔn.va.ljɛn
Bonnevaliennes;bɔn.va.ljɛn
Bonnevaliens;bɔn.va.ljɛ̃
Bonnevallais;bɔn.va.lɛ
Bonnevallaise;bɔn.va.lɛz
Bonneville;bɔn.vil
Bonnois;bɔ.nwa
Bonsecouréen;bɔ̃.sə.ku.ʁe.ɛ̃
Bonsecourois;bɔ̃.sə.ku.ʁwa
Bonsecours;bɔ̃s.kuʁ
Bonsmoulins;bɔ̃.mu.lɛ̃
Boole;bul
Boomois;bo.mwa
Bootès;bo.o.tɛs
Bophuthatswana;bo.fu.ta.tswa.na
Boquette;bɔ.kɛt
Boréal;bɔ.ʁe.al
Boréalien;bɔ.ʁe.a.ljɛ̃
Borée;bɔ.ʁe
Boraines;bɔ.ʁɛn
Bordeaux;bɔʁ.do
Bordelais;bɔʁ.də.lɛ
Bordelaise;bɔʁ.də.lɛz
Bordello;bil.bɔ.kɛ.tə.ʁɛ
Bordure;bɔʁ.dyʁ
Bordures;bɔʁ.dyʁ
Bordurie;bɔʁ.dy.ʁi
Boris;bɔ.ʁis
Boristhène;bɔ.ʁis.tɛn
Borke;byd.le.ja
Bornéo;bɔʁ.ne.o
Borniquelles;bɔʁ.ni.kɛl
Borniquels;bɔʁ.ni.kɛl
Boroillot;bɔ.ʁɔ.jo
Boromo;bɔ.ʁɔ.mɔ
Bosnian;bʁiz.flo
Bosniaque;bɔs.njak
Bosniaques;bɔs.njak
Bosnie;bɔs.ni
Bosnien;bɔs.njɛ̃
Bosnienne;bɔs.njɛn
Bosniennes;bɔs.njɛn
Bosniens;bɔs.njɛ̃
Bosnier;bi.jaʁ
Bosnierin;bi.jaʁ
Boson;bo.zɔ̃
Bosphore;bos.fɔʁ
Boston;bɔs.tɔn
Bostonien;bɔs.tɔ.njɛ̃
Bostonienne;bɔs.tɔ.njɛn
Bostoniennes;bɔs.tɔ.njɛn
Bostoniens;bɔs.tɔ.njɛ̃
Bostonnois;bɔs.tɔ.nwa
Botan;bi.bi
Botev;bo.tɛv
Botignacois;bɔ.ti.ɲa.kwa
Botignacoise;bɔ.ti.ɲa.kwaz
Botignacoises;bɔ.ti.ɲa.kwaz
Botnie;bɔt.ni
Botou;bɔ.tu
Botrytis;bɔ.tʁi.tis
Botsuana;bi.jaʁ
Botsvana;bo.ʒɔ.lɛ
Botswanéen;bɔt.swa.ne.ɛ̃
Botswana;bɔ.tswa.na
Botswanais;bɔt.swa.nɛ
Botswanaise;bɔt.swa.nɛz
Botswanaises;bɔt.swa.nɛz
Bouaye;buɛj
Boucé;bu.se
Boucéen;bu.se.ɛ̃
Bouchageois;bu.ʃa.ʒwa
Bouchageoises;bu.ʃa.ʒwaz
Boucheporn;buʃ.pɔʁn
Boucherois;bu.ʃə.ʁwa
Bouchervillois;bu.ʃɛʁ.vi.lwa
Bouchettois;bu.ʃɛ.twa
Bouchon;bu.ʃɔ̃
Bouchonnais;bu.ʃɔ.nɛ
Bouchonnaise;bu.ʃɔ.nɛz
Bouchonnaises;bu.ʃɔ.nɛz
Bouddha;bu.da
Boudrac;bu.dʁak
Boudry;bu.dʁi
Bouffémont;bu.fe.mɔ̃
Bougie;bu.ʒi
Bougligny;bu.ɡli.ɲi
Bougnounou;bu.ɲu.nu
Bougon;bu.ɡɔ̃
Bougy;bu.ʒi
Bouillon;bu.jɔ̃
Bouillonnais;bu.jɔ.nɛ
Bouillonnaise;bu.jɔ.nɛz
Bouillonnaises;bu.jɔ.nɛz
Bouissetol;bwis.tɔl
Bouissetolle;bwis.tɔl
Bouissetolles;bwis.tɔl
Bouissetols;bwis.tɔl
Boukhara;bu.ka.ʁa
Boulancourt;bu.lɑ̃.kuʁ
Bouleurs;bu.lœʁ
Bouleuse;bu.løz
Boulevard;bul.vaʁ
Boullaisien;bu.lɛ.zjɛ̃
Boullaisienne;bu.lɛ.zjɛn
Boullaisiennes;bu.lɛ.zjɛn
Boullaisiens;bu.lɛ.zjɛ̃
Bouloc;bu.lɔk
Boulogne;bu.lɔɲ
Boulois;bu.lwa
Boulon;bu.lɔ̃
Boulot;bu.lo
Boulounencq;bu.lu.nɑ̃k
Boulsa;bul.sa
Boumoisienne;buʁ.mwa.zjɛn
Boumoisiennes;buʁ.mwa.zjɛn
Boundoré;bun.dɔ.ʁe
Bouqueval;buk.val
Bouquin;bu.kɛ̃
Bouquine;bu.kin
Boura;bu.ʁa
Bourasso;bu.ʁa.sɔ
Bouraysien;bu.ʁɛ.zjɛ̃
Bouraysienne;bu.ʁɛ.zjɛn
Bouraysiennes;bu.ʁɛ.zjɛn
Bouraysiens;bu.ʁɛ.zjɛ̃
Bourbon;buʁ.bɔ̃
Bourbonnais;buʁ.bɔ.nɛ
Bourdonné;buʁ.dɔ.ne
Bouressoises;bu.ʁə.swaz
Bourgas;buʁ.ɡas
Bourgeauville;buʁ.ʒo.vil
Bourgeois;buʁ.ʒwa
Bourgeoise;buʁ.ʒwaz
Bourgeoises;buʁ.ʒwaz
Bourges;buʁʒ
Bourgetain;buʁ.ʒə.tɛ̃
Bourgogne;buʁ.ɡɔɲ
Bourguébus;buʁ.ɡe.bys
Bourguifontaines;buʁ.ɡi.fɔ̃.tɛn
Bourguignon;buʁ.ɡi.ɲɔ̃
Bourguignonne;buʁ.ɡi.ɲɔn
Bouriate;bu.ʁjat
Bouriates;bu.ʁjat
Bourlamaquais;buʁ.la.ma.kɛ
Bourneville;buʁ.nə.vil
Bourniquelles;buʁ.ni.kɛl
Bourniquels;buʁ.ni.kɛl
Bouroum;bu.ʁum
Bouroundais;bu.ʁun.dɛ
Bouroundaise;bu.ʁun.dɛz
Bouroundaises;bu.ʁun.dɛz
Bouroundi;bu.ʁun.di
Bourragan;bu.ʁa.ɡɑ̃
Boursault;buʁ.so
Bouscal;buskal
Bousquet;buske
Bousquetain;bus.kə.tɛ̃
Bousquetaine;bus.kə.tɛ̃
Bousquetaines;bus.kə.tɛ̃
Bousquetois;bus.kə.twa
Boussé;bu.se
Boussera;bus.ʁa
Boussoit;bu.swa
Boussole;bu.sɔl
Boussou;bu.su
Boussoukoula;bu.su.ku.la
Boussouma;bu.su.ma
Boussu;bu.sy
Boutan;bu.tɑ̃
Boutervillierais;bu.tɛʁ.vi.ljə.ʁɛ
Boutervillieraise;bu.tɛʁ.vi.ljə.ʁɛz
Boutervillieraises;bu.tɛʁ.vi.ljə.ʁɛz
Boutervilliers;bu.tɛʁ.vi.lje
Boutigny;bu.ti.ɲi
Boutros;bu.tʁɔs
Bouvard;bu.vaʁ
Bouvart;bu.vaʁ
Bouvier;bu.vje
Bouvillais;bu.vi.lɛ
Bouvillaise;bu.vi.lɛz
Bouvillaises;bu.vi.lɛz
Bouville;bu.vil
Bouvillois;bu.vi.lwa
Bouvilloise;bu.vi.lwaz
Bouvilloises;bu.vi.lwaz
Bouvillon;bu.vi.jɔ̃
Bouvillonne;bu.vi.jɔn
Bouvillonnes;bu.vi.jɔn
Bouvillons;bu.vi.jɔ̃
Bouyon;bu.jɔ̃
Bouzignac;buziɲak
Bouzinhac;buziɲak
Bovary;bɔ.va.ʁi
Bovick;bɔ.vik
Bowmanois;bo.ma.nwa
Boxen;bɔ.ʁis
Boy;bwa
Boykott;bi.jaʁ
Boyomais;bɔ.jɔ.mɛ
Bozna;bɔs.ni
Bozo;bɔ.zɔ
Bozos;bɔ.zɔ
Bréançon;bʁeɑ̃.sɔ̃
Bréau;bʁeo
Brébeufien;bʁe.bœ.fjɛ̃
Brébeufois;bʁe.bœ.fwa
Brécey;bʁe.sɛ
Bréda;bʁe.da
Bréel;bʁe.ɛl
Brégeois;bʁe.ʒwa
Brémoy;bʁe.mwa
Brésil;bʁe.zil
Brésilien;bʁe.zi.ljɛ̃
Brésilienne;bʁe.zi.ljɛn
Brésiliennes;bʁe.zi.ljɛn
Brésiliens;bʁe.zi.ljɛ̃
Brétignolais;bʁe.ti.ɲɔ.lɛ
Brétignolaise;bʁe.ti.ɲɔ.lɛz
Brétignolaises;bʁe.ti.ɲɔ.lɛz
Brême;bʁɛm
Brêmes;bʁɛm
Brû;bʁy
Brünette;bʁidʒ.tawn
Brabançon;bʁa.bɑ̃.sɔ̃
Brabançonne;bʁa.bɑ̃.sɔn
Brabançonnes;bʁa.bɑ̃.sɔn
Brabançons;bʁa.bɑ̃.sɔ̃
Brabant;bʁa.bɑ̃.sɔ̃
Bracan;bʁa.kɑ̃
Bracari;ba.vɔ.te
Bragard;bʁa.ɡaʁ
Brahma;bʁa.ma
Brahmao;bʁa.ma
Braille;bʁaj
Braine;bʁɛn
Brainois;bʁɛ.nwa
Brainoise;bʁɛ.nwaz
Brainoises;bʁɛ.nwaz
Brains;bʁɛ̃
Bramais;bʁa.mɛ
Bran;bʁɑ̃
Brandebourg;bʁɑ̃d.buʁ
Brandonien;bʁɑ̃.dɔ.njɛ̃
Brandonnien;bʁɑ̃.dɔ.njɛ̃
Brangeois;bʁɑ̃.ʒwa
Brangeoise;bʁɑ̃.ʒwaz
Brangeoises;bʁɑ̃.ʒwaz
Branges;bʁɑ̃ʒ
Bransles;bʁɑ̃l
Branville;bʁɑ̃.vil
Brasilia;bʁa.zi.lja
Brasilianer;bi.jaʁ
Brasilianerin;bi.jaʁ
Brasilien;bʁa.zi.ljɛ̃
Brast;bʁast
Brathering;baʁb
Bratislava;bʁa.ti.sla.va
Bratislavo;bʁa.ti.sla.va
Braunelle;bi.jaʁ
Brausepulver;byd.le.ja
Bray;bʁe
Brazzaville;bʁa.za.vil
Brazzavillois;bʁa.za.vi.lwa
Breakbeat;bʁɛk.bit
Breakeyvillois;bʁe.ke.vi.lwa
Breil;bʁɛj
Breizh;bal
Breizhad;bal
Bremen;bi.jaʁ
Bremsspur;byd.le.ja
Brennois;bʁɛ.nwa
Brennoise;bʁɛ.nwaz
Brennoises;bʁɛ.nwaz
Brennstoffpumpe;bu.ʒi
Brescia;bi.jaʁ
Breslau;bʁɛs.law
Bresolettes;bʁə.sɔ.lɛt
Bresse;bʁɛ.s
Brest;bʁɛst
Brestois;bʁɛs.twa
Brestoise;bʁɛs.twaz
Brestoises;bʁɛs.twaz
Bretagne;bʁə.taɲ
Brethel;bʁə.tɛl
Bretillien;bʁe.ti.ljɛ̃
Breton;bʁə.tɔ̃
Bretoncelles;bʁə.tɔ̃.sɛl
Bretonne;bʁə.tɔn
Bretteville;bʁet.vil
Breuillais;bʁø.jɛ
Breuillaise;bʁø.jɛz
Breuillaises;bʁø.jɛz
Breuillet;bʁø.jɛ
Breuilleton;bʁø.jə.tɔ̃
Breuilletonne;bʁø.jə.tɔn
Breuilletonnes;bʁø.jə.tɔn
Breuilletons;bʁø.jə.tɔ̃
Brexit;bɛkk.ʁwa.ze
Briançon;bʁi.jɑ̃.sɔ̃
Brian;bʁa.jan
Brice;bʁis
Bricqueville;bʁik.vil
Brics;bʁiks
Bridgetown;bʁidʒ.tawn
Brie;bʁi.je
Brieffreund;bʁidʒ.tawn
Brieffreundin;bʁidʒ.tawn
Briefkasten;byd.le.ja
Briefpapier;byd.le.ja
Brien;bʁi.jɛ̃
Brienne;bʁi.jɛn
Briennes;bʁi.jɛn
Briens;bʁi.jɛ̃
Brieux;bʁjø
Brifaud;bʁi.fo
Brigante;ba.la.nɔ.faʒ
Brigantem;ba.la.nɔ.faʒ
Briganti;ba.la.nɔ.faʒ
Brigantibus;ba.la.nɔ.faʒ
Brigantis;ba.la.nɔ.faʒ
Brigantum;ba.la.nɔ.faʒ
Brighamois;bʁi.ɡa.mwa
Brigidain;bʁi.ʒi.dɛ̃
Brigidien;bʁi.ʒi.djɛ̃
Brigitte;bʁi.ʒit
Brigittines;bʁi.ʒi.tin
Brigittois;bʁi.ʒi.twa
Brignac;bʁi.ɲak
Brignolais;bʁi.ɲɔ.lɛ
Brignolaise;bʁi.ɲɔ.lɛz
Brignolaises;bʁi.ɲɔ.lɛz
Brignolet;bʁi.ɲɔ.lɛ
Briissois;bʁi.swa
Briissoise;bʁi.swaz
Briissoises;bʁi.swaz
Brillenputztuch;bʁidʒ.tawn
Brinhac;bi.ɡɔʁ
Briochiste;bʁi.jɔ.ʃist
Briolin;bʁjɔ.lɛ̃
Brioline;bʁjɔ.lin
Briolines;bʁjɔ.lin
Briolins;bʁjɔ.lɛ̃
Brion;bʁi.jɔ̃
Brionnais;bʁi.jɔ.nɛ
Brioude;bʁi.jud
Briouze;bʁjuz
Briovérien;bʁi.jɔ.ve.ʁjɛ̃
Briovériens;bʁi.jo.ve.ʁjɛ̃
